stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,8.17,0,0,4.09,0,0,0,8.17,0,0,0,0,8.17,4.09,4.09,0,0,0,0,4.09,0,89.9,0,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,0,0,2.14,0,0,0,0,0,0,0,0,0,1.07,14.98,1.07,1.07,0,0,1.07,0,38.51,4.28,0,0,0,3.21,0,0,3.21,2.14,0,0,0,0,0
21Day,4.02,1.34,0,9.37,1.34,8.03,8.03,0,0,1.34,0,0,0,1.34,0,0,5.35,0,12.05,0,0,1.34,0,9.37,9.37,0,0,0,5.35,0,5.35,2.68,0,1.34,1.34,0,0,1.34
3Month,0,1.6,0.64,11.2,0.32,0,0.96,0.96,2.88,0.32,0,25.28,0.96,0,7.68,2.56,3.2,3.84,8,0.96,0,0.96,1.28,0.96,0.64,4.16,1.92,0,0.32,1.6,80.95,0,0,0,0.64,3.2,140.14,3.2
22Month,0,2.73,0.55,3.28,0,0,0.55,0.55,3.28,1.64,0,56.31,1.64,2.73,2.73,0,0,5.47,6.01,0.55,0.55,1.64,0,0.55,0,3.83,1.09,2.19,0.55,0,20.23,1.09,0.55,0,0,1.09,0,1.09
