stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,106.25,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,36.78,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,385.12,3.21,0,4.28,1.07,2.14,0,0,0,0,0,0,0,0,1.07,0,2.14,4.28,0,3.21,0,0,0,0,32.09,17.12,0,1.07,0,11.77,0,0,4.28,0,0,0,0,0,0
21Day,495.26,0,0,20.08,0,8.03,0,4.02,0,0,1.34,0,6.69,0,8.03,5.35,4.02,6.69,1.34,34.8,0,0,1.34,4.02,14.72,12.05,1.34,0,0,4.02,12.05,2.68,1.34,1.34,2.68,1.34,0,0,2.68
3Month,197.09,4.16,0,16.64,0,0,0.32,0,0,1.92,1.92,0,28.8,2.88,0.64,3.52,0,7.68,6.4,4.48,0.64,0.32,0.96,3.52,0.64,0.32,0.32,1.6,0,0.32,1.28,22.72,0,0,0,0,8.32,8.64,3.2
22Month,116.98,7.11,0.55,7.65,0,0,0,0.55,1.09,0.55,9.29,1.64,39.91,1.64,0,2.73,0,3.83,9.29,10.93,0.55,3.28,0.55,0,1.09,0,0,3.28,3.28,0,1.09,44.83,0.55,0,0,0,4.37,0,0.55
