stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,9.63,1.07,2.14,0,0,0,0,0,0,0,0,0,2.14,49.21,56.7,0,1.07,0,7.49,0,0,23.54,5.35,0,0,0,2.14,0,0,0,0,0,0,0,0
21Day,4.02,0,4.02,49.53,4.02,1.34,0,0,0,0,0,0,36.14,0,0,30.79,1.34,36.14,2.68,13.39,0,0,0,0,5.35,2.68,0,0,0,1.34,9.37,0,1.34,0,4.02,0,0,0
3Month,0.64,1.92,19.52,43.51,0,0,9.28,1.28,0.32,10.56,8.32,0,2662.94,11.2,0,289.23,7.04,9.6,7.68,16.96,1.92,7.04,10.88,3.52,1.28,0.32,5.12,3.84,0,0.32,40.95,4.16,0.32,0,0,6.08,6.08,6.08
22Month,0,6.01,25.15,19.13,0.55,0,7.11,1.09,0,5.47,5.47,2.73,2666.58,1.09,0.55,446.62,1.64,7.11,5.47,5.47,0,63.41,4.37,0.55,0.55,0,5.47,4.92,3.83,0.55,3.28,3.28,0.55,2.73,0,0,0,2.73
