stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,8.17,0,0,0,0,28.6,24.52,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,5.35,3.21,0,0,0,0,0,0,0,0,0,0,0,4.28,23.54,2.14,6.42,0,0,0,0,5.35,6.42,0,0,0,5.35,0,0,0,0,1.07,0,0,0
21Day,8.03,0,0,37.48,0,8.03,0,5.35,0,0,1.34,0,1.34,0,5.35,1.34,9.37,16.06,1.34,29.45,0,0,2.68,0,6.69,4.02,1.34,0,0,8.03,1.34,0,0,1.34,1.34,0,0,4.02
3Month,0.32,7.68,1.92,38.71,0,0,0,0.64,0.32,4.16,8.32,0.32,56.95,9.92,0.64,11.52,5.44,20.48,5.44,19.52,2.56,0,2.24,4.8,1.92,0.64,2.88,0.64,0,1.28,0.64,4.48,0.32,0,0.32,4.48,0.96,4.8
22Month,0.55,19.13,0.55,34.99,1.09,0,1.64,0.55,0,1.64,47.01,27.33,151.42,7.65,2.73,28.43,1.64,14.76,10.39,24.6,0,2.19,1.64,0.55,1.09,0.55,2.73,1.09,1.09,0,0.55,1.64,5.47,0,0,2.73,0,4.92
