stage,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Mesenchymal_cell,Mt_rich_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.95,4.09,0,0,0,0,0
72hpf,0,1.07,1.07,0,0,0,0,0,0,0,1.07,1.07,4.28,0,47.07,0,3.21,0,2.14,4.28,0,0
21Day,0,1.34,0,2.68,0,0,1.34,0,0,0,0,1.34,8.03,0,20.08,4.02,2.68,0,0,0,0,0
3Month,0,1.28,0,0,0,0,1.6,0.32,0,0.64,0,0.32,0,0,0,0,0,0.64,0,0,0.32,0
22Month,0.55,0.55,0,0,0.55,0.55,8.75,0,1.09,2.73,0,0,0.55,0.55,0,0,0,0,0,0,0.55,0.55
