stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.95,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,6.42,1.07,0,0,0,0,0,0,0,0,0,2.14,29.95,0,1.07,0,0,0,0,16.05,11.77,0,0,0,2.14,0,0,3.21,0,0,0,0,0
21Day,0,0,0,45.51,0,4.02,0,0,0,0,0,0,0,0,1.34,29.45,1.34,5.35,0,0,0,0,6.69,4.02,0,0,0,2.68,2.68,0,0,0,1.34,0,0,0
3Month,0.32,1.28,0.96,218.53,0.32,0,0.96,3.84,4.48,0.32,27.2,7.68,0.96,11.52,5.76,8,4.16,8.64,2.56,0,1.6,2.56,2.56,0,1.28,0.64,0,0.32,8,259.48,0,0.32,0,1.92,928.81,4.16
22Month,0,3.28,0.55,21.87,0,0,0,0,9.29,0.55,14.76,0.55,0.55,5.47,0.55,1.09,5.47,6.56,0.55,0.55,1.09,0,1.64,0,0.55,0.55,0.55,0,0,72.71,2.19,0,0,0.55,3.28,1.64
