stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.42,0,0,0,0,73.56,8.17,12.26,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,0,2.14,1.07,0,0,0,0,0,0,0,0,0,0,1.07,2.14,0,110.19,0,0,0,0,271.73,9.63,112.33,0,0,3.21,0,0,1.07,0,0,0
21Day,0,0,0,2.68,0,0,0,0,4.02,0,0,0,0,1.34,1.34,1.34,0,6.69,1.34,135.19,0,0,0,0,153.93,4.02,29.45,1.34,1.34,0,1.34,1.34,1.34,0,0,2.68
3Month,0,0,0.32,1.92,0,0,0,0.32,0.96,0.32,1.92,0,6.4,0.96,0.32,1.6,0.32,0.64,1.92,44.79,1.6,0,0.64,0.32,6.72,0,0,0,4.16,0,0,0,0.32,0.64,0.96,0.64
22Month,0,1.09,0.55,2.19,0,0,0.55,0,0.55,0,3.28,0.55,20.23,1.09,1.09,2.19,0,0,4.37,62.87,1.64,1.09,0,0,13.67,0,0,0,14.76,0,0,0,0,0,0,0
