stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.78,0,0,0,0,0,0,24.52,0,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,17.12,11.77,0,1.07,0,0,0,62.05,5.35,8.56,0,0,0,0,0,0,0,0,0,0
21Day,2.68,0,0,5.35,0,2.68,0,0,0,0,0,0,0,0,1.34,1.34,78.97,2.68,0,1.34,0,0,0,32.12,2.68,2.68,0,0,1.34,0,5.35,0,0,0,0,0
3Month,0.32,1.6,2.56,39.99,0.96,0,2.24,0.64,0.32,3.52,5.76,1.92,352.9,6.08,0,80.31,367.62,9.28,6.72,10.24,0.64,0,3.52,123.5,2.24,0,1.6,0.32,0.32,3.52,29.76,0.64,0,2.24,24.96,3.2
22Month,0.55,4.37,3.28,75.44,1.09,0,2.19,0.55,0,4.92,30.61,4.37,346.58,6.56,2.19,126.82,225.22,3.83,13.67,12.57,0,3.28,2.73,38.81,2.19,0,2.73,0,0,1.09,47.01,0.55,0.55,0,0,4.37
