stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,16.35,0,314.65,0,0,0,0,0,0,0,0,0,0,0,0,93.99,0,163.46,0,0,0,0,0,57.21,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,66.33,0,65.26,11.77,16.05,0,2.14,0,0,0,0,0,0,0,5.35,16.05,2.14,100.56,0,0,2.14,0,25.67,37.44,0,0,134.79,0,0,4.28,0,0,0,0
21Day,0,41.49,0,84.33,8.03,2.68,0,1.34,0,0,2.68,0,0,0,0,2.68,5.35,0,89.68,0,0,34.8,0,9.37,13.39,1.34,0,77.63,4.02,0,0,1.34,1.34,0,0
3Month,0.32,120.94,0.64,82.55,1.28,0,0.64,11.52,4.8,1.6,0.32,11.2,3.84,0.96,4.8,1.92,7.36,3.84,42.55,1.28,0.32,5.76,0.64,1.28,0.96,2.24,0,2.24,1.28,7.36,0,2.88,106.86,3.2,1.92
22Month,0,298.47,0,72.16,0,0,0.55,7.11,3.28,2.19,9.29,28.97,3.28,2.73,5.47,1.64,4.37,5.47,41,0.55,1.64,3.83,0,0,0.55,3.28,0.55,0,0,3.28,0.55,0.55,46.47,0,3.28
