stage,Epithelial,Erythroid,Germ,Neuron,Stromal
24hpf,0,1,0,0,1
72hpf,0,0,0,0.84554416800967,0.563696112006446
21Day,0,0,0,0.369986860264282,0
3Month,0.104017006644673,0,0.208034013289345,0,0
