stage,Endothelial,Epithelial,Immune,Neuron,Other
24hpf,0,0,0,1,0
72hpf,0.281848056003223,0,0,0.84554416800967,0
22Month,0,0.546597727952532,0.409948295964399,0,0.136649431988133
