stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Stromal
24hpf,10,79,2,18,19,506,217,77
72hpf,0,12.9650105761483,0.281848056003223,0,0.563696112006446,5.63696112006446,0.563696112006446,0.563696112006446
3Month,0,0.104017006644673,0,0.104017006644673,0,0,0,0.104017006644673
