stage,Epithelial,Germ,Immune,Muscle,Neuron,Other
24hpf,1,0,0,2,1,0
21Day,0.369986860264282,0,0,0,0,0
3Month,1.1441870730914,0.312051019934018,0.104017006644673,0,0,0
22Month,8.47226478326425,0,0,0,0,0.546597727952532
