stage,Endothelial,Epithelial,Erythroid,Neuron,Other,Stromal
24hpf,1,8,0,16,1,0
72hpf,0,0,0,0.84554416800967,0,0
21Day,0,0,0.369986860264282,0,0,0.369986860264282
