stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,2.63,0,0,0,10.51,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,23.66,7.89,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,6.29,0,0,0,0,0,25.18,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,254.9,22.03,0,0,22.03,0,0,0,0,0,3.15,3.15,0,0,0,0,0
 14-21,0,0,2,1,0,0,24,0,0,0,24,4,0,0,0,0,0,0,2,0,10,0,0,8,140,4,2,2,2,0,0,3,0,0,1,153,0,0,0,0,0
 24-34,0,1.64,0.82,0.82,0,0,87.83,0,0,0,9.85,0.82,0,0,0,0,0,0,3.28,0,4.1,0,0,0.82,145.29,0,1.64,0.82,0,0,0.82,0,0,0,1.64,51.71,0,0,0.82,0,0
 36-46,0,0,0,0,0,0,95.87,0,0,0,5.64,0,0,0,0,0,0.81,0.81,0.81,0.81,2.42,0,0,0.81,186.92,0,3.22,1.61,0,0,0.81,0,0,0,0,40.28,0,0,0,0,0
 48-58,0,0,0,0.57,0.57,0,126.81,0,0,0,20.66,0,0.57,0,0.57,0,2.3,0,0,0.57,3.44,0,0,0,203.7,0,2.87,0,0,0,0.57,0,0,0,0,48.2,0,0,0,0,0.57
 60-70,0,0,0,1.96,0,0,265.01,0,0,0,82.45,1.96,0,0,0,0,16.69,1.96,0,0,11.78,0,0,1.96,314.09,0,0,0.98,0,0.98,0.98,0,0,0,0,49.08,0,0,0,0,2.94
 72-82,0,0,0,3.93,2.94,0,443.71,0,0,0.98,207.13,1.96,0,0,0,0,12.76,0,0,0,44.17,0.98,1.96,9.82,353.4,0,3.93,2.94,0,0.98,4.91,0,0,0,0,34.36,0.98,0,1.96,0,4.91
 84-94,0,1.06,0,10.62,6.37,0,443.93,1.06,0,0,170.99,3.19,0,0,3.19,1.06,38.23,1.06,0,2.12,33.99,1.06,3.19,2.12,226.21,0,1.06,5.31,0,0,29.74,0,0,1.06,0,20.18,0,1.06,2.12,2.12,1.06
 96-106,0,0,0,7.65,8.74,1.09,442.6,4.37,5.46,3.28,248.08,2.19,0,1.09,2.19,0,33.88,2.19,6.56,1.09,51.36,0,2.19,3.28,260.1,0,3.28,5.46,0,0,25.14,0,0,1.09,0,16.39,0,1.09,6.56,1.09,2.19
108-118,0,1.53,0.77,16.09,4.6,0.77,407.49,0.77,3.83,0.77,168.51,6.13,0,0.77,3.06,2.3,39.83,2.3,8.43,1.53,60.51,1.53,2.3,6.89,284.17,2.3,3.83,3.06,0,2.3,19.15,0,0.77,0.77,0,9.96,3.06,3.83,1.53,3.06,3.83
120,0,1.96,0,11.76,3.92,0,250.85,0,0,0,156.78,1.96,0,1.96,1.96,0,23.52,3.92,7.84,1.96,41.16,0,1.96,5.88,248.89,1.96,0,11.76,0,0,5.88,0,0,0,0,7.84,0,0,0,3.92,0
