stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,26.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,61.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.57,0,0,0,26.29,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.5,3.15,0,0,37.76,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1,0,2,1,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,24,0,1,0,1,0,0,0,2,0,0,0,13,0,0,0,0,0
 24-34,0,0,0,0,3.28,0,0,4.93,0,0,0,1.64,0.82,0,0,0,0,0.82,0.82,0,6.57,2.46,0,2.46,127.23,0.82,0.82,2.46,0,0,1.64,0,0,0,0,0.82,35.3,0,0,0.82,0,0
 36-46,0,0,0,0,0,0,0,22.56,0,0,0,8.06,0,0,0,0,0.81,0,0,0,12.09,0,0,0.81,201.42,0.81,0.81,0,0,0,0.81,0,0,0,0,0,42.7,0,0,0.81,0,0
 48-58,0,0,0,0.57,4.02,0,0,48.2,0,0,0,6.31,0,0,0.57,0,0,0.57,0,0,8.61,0.57,0,0.57,140.01,0,0.57,0.57,0,0.57,1.72,0,0,0,0,0,35.58,0,0,1.15,0,1.15
 60-70,0,0,0,0,3.93,1.96,0,110.91,0,0.98,0,4.91,0,0,0,0,0,0,0,0,17.67,0.98,0,4.91,192.38,0,0,0,0,0,13.74,0,0,0,0.98,0,33.37,0,0.98,2.94,0,0.98
 72-82,0,0,0,0,2.94,0.98,0,84.42,0,0,0,5.89,0.98,0.98,1.96,0.98,0,0.98,0,0,29.45,1.96,0.98,2.94,145.29,0.98,0,0.98,0,0,16.69,0,0,0,0,0,17.67,0.98,0.98,2.94,0,0.98
 84-94,0,0,1.06,0,8.5,4.25,0,59.47,0,3.19,2.12,13.81,2.12,0,5.31,2.12,0,1.06,0,0,19.12,1.06,0,4.25,86.03,0,0,0,0,0,63.72,0,0,0,0,0,14.87,4.25,0,1.06,1.06,0
 96-106,0,0,0,0,3.28,2.19,0,68.85,1.09,4.37,0,7.65,6.56,0,3.28,1.09,0,0,0,0,16.39,0,0,1.09,65.57,0,1.09,4.37,0,0,34.97,0,0,0,0,0,5.46,1.09,0,2.19,1.09,1.09
108-118,0,0,0,0,6.13,1.53,0.77,43.66,0,4.6,0.77,8.43,3.06,0,2.3,0.77,0.77,0.77,0.77,0.77,16.85,0,0,1.53,106.47,0.77,3.83,3.83,0,0,29.11,0,0,1.53,0,0,3.06,0,0.77,3.06,0.77,0.77
120,0,0,0,0,9.8,1.96,0,43.12,0,5.88,0,5.88,1.96,0,1.96,0,0,0,0,1.96,5.88,0,0,0,90.15,1.96,1.96,0,0,0,25.48,0,0,0,0,0,1.96,0,0,0,1.96,1.96
