stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,65.89,1436.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,42.91,717.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,5.26,0,7.89,0,0,0,2.63,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,68.35,2.63,0,0,10.51,0,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,3.15,0,6.29,0,9.44,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,129.03,6.29,0,0,12.59,0,0,0,0,12.59,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,0,15,4,0,8,0,0,0,9,0,2,0,0,0,0,0,0,0,7,0,6,104,1,3,1,1,0,0,0,5,2,1,7,56,0,0,0,0,0
 24-34,0,0,0.82,0,9.03,0.82,0,19.7,0,0.82,0,9.03,0.82,0,0,0,2.46,0,1.64,0,0,24.63,0,5.75,268.42,0.82,11.49,7.39,0,0,4.1,0,0,3.28,1.64,1.64,74.7,0,0,4.1,0,0.82
 36-46,0,0,0,0,4.03,2.42,0,61.23,0.81,0,0.81,18.53,0.81,0,2.42,0,0,0,0,0.81,0,33.03,0,8.06,335.16,0,8.06,0,0,0,4.03,0,0,2.42,0,0,81.37,0,0,1.61,0,0
 48-58,0,0,0,0,2.87,0.57,0,168.7,0,0.57,2.87,19.51,1.15,0,1.15,0,0,1.72,1.72,0,1.15,45.33,1.15,7.46,262.8,0.57,3.44,2.87,0,1.15,0.57,0,0,1.72,0,0,50.49,0,0.57,2.3,0.57,1.72
 60-70,0,0,0,0,2.94,0.98,0,464.26,0,0.98,1.96,38.28,0,0,0,0.98,0,0,0,0,0,57.91,3.93,4.91,333.72,0.98,7.85,1.96,0,0,0.98,0,0,0,0,0,40.24,0,0.98,2.94,0,1.96
 72-82,0,0,0,0.98,3.93,23.56,0,480.03,0,0,1.96,34.36,2.94,0.98,1.96,0.98,0,0.98,0.98,0.98,0.98,69.7,0.98,4.91,244.43,0,12.76,3.93,0,0,0,0,0,0,0.98,0,16.69,1.96,0.98,3.93,2.94,0
 84-94,0,0,0,0,5.31,14.87,0,351.53,1.06,1.06,4.25,27.61,1.06,1.06,1.06,0,2.12,0,2.12,0,2.12,56.29,4.25,4.25,117.89,2.12,6.37,2.12,0,0,3.19,0,0,1.06,0,0,13.81,1.06,3.19,1.06,1.06,2.12
 96-106,0,0,2.19,0,9.84,22.95,0,254.63,1.09,1.09,2.19,22.95,3.28,0,2.19,1.09,1.09,3.28,3.28,2.19,0,40.44,5.46,4.37,100.54,2.19,7.65,2.19,0,0,4.37,0,0,0,0,0,3.28,0,0,2.19,2.19,2.19
108-118,0,0,0,0,16.85,23.74,0.77,198.38,0.77,0.77,2.3,16.09,1.53,0,0.77,0,4.6,0.77,1.53,0,0.77,34.47,3.06,3.83,121.02,0.77,4.6,3.06,0,0.77,1.53,0,0,0,0.77,0,6.13,0,1.53,3.06,0,0
120,0,0,0,0,5.88,5.88,0,223.42,0,1.96,1.96,11.76,0,0,0,0,0,0,0,0,0,25.48,0,3.92,131.31,1.96,5.88,1.96,0,0,1.96,0,0,1.96,1.96,0,3.92,0,1.96,0,5.88,0
