stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,896.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.89,0,0,0,0,0,0,0,0,0,0,0
  5-6,79.69,833.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,36.78,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,5.26,0,10.51,0,0,13.14,0,0,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,189.27,5.26,0,0,63.09,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,15.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.85,0,0,0,18.88,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,27,1,1,0,0,0,1,0,1,2,0,0,0,0,0,0,5,0,0,3,42,3,0,0,1,0,8,0,4,0,0,1,40,0,0,4,0,0
 24-34,0,0,0,0,18.06,0,7.39,0,3.28,0,0.82,0,0,0,0,1.64,0,0,0,0,12.31,0,0,2.46,231.48,0,2.46,2.46,0,0,17.24,0,0,1.64,0,0,58.28,0,0,5.75,0,0
 36-46,0,0,0,0.81,8.06,0,12.09,0,0.81,0.81,1.61,0,0,0,0,0.81,0,0,0,0,5.64,1.61,0,0.81,377.86,0,3.22,0,0,0,14.5,0.81,0,0,0.81,0,99.9,0,0,2.42,0,0
 48-58,0,0,0,0,5.74,0,39.02,0,1.15,0,14.35,0.57,0,0,0,1.15,0.57,0,0,0,12.62,2.87,0.57,1.72,447.57,0.57,2.3,2.3,0,0,8.03,0,0,0,0,0,86.07,0,0,1.15,0,0
 60-70,0,0,0,0,7.85,0,87.36,0,1.96,1.96,34.35,0,0,0,0.98,0.98,0,0,0,0,6.87,1.96,0,0.98,594.8,0,7.85,0,0,0,14.72,0,0,0.98,0,0,91.28,0.98,0,0.98,0,1.96
 72-82,0,0,0.98,0,7.85,2.94,122.71,0.98,0.98,0,28.47,4.91,0.98,0.98,2.94,0,0,0.98,0,0.98,21.6,2.94,0.98,0.98,490.83,0,3.93,5.89,0,0,9.82,0,0,0,0,0,51.05,0.98,0.98,1.96,1.96,0
 84-94,0,0,0,0,10.62,1.06,82.84,1.06,2.12,2.12,18.05,8.5,0,0,6.37,0,1.06,1.06,0,2.12,19.12,4.25,2.12,2.12,230.46,2.12,7.43,1.06,0,0,27.61,0,0,2.12,0,0,21.24,0,1.06,5.31,1.06,1.06
 96-106,0,0,0,0,8.74,1.09,74.31,0,1.09,0,22.95,5.46,0,0,0,2.19,0,0,2.19,0,13.11,3.28,0,0,210.92,1.09,8.74,5.46,0,0,14.21,0,0,0,0,0,10.93,0,1.09,4.37,2.19,3.28
108-118,0,0,0.77,0,9.19,0,42.89,0,1.53,0,18.38,1.53,0,0,0.77,0,0,0,2.3,0,13.79,3.06,0,0.77,196.85,0,3.06,1.53,0,2.3,19.92,0,0,0,0,0,7.66,3.06,0.77,5.36,0,0
120,0,0,0,0,13.72,1.96,48.99,0,3.92,1.96,29.4,3.92,0,1.96,1.96,1.96,0,1.96,0,0,23.52,0,0,1.96,237.13,0,5.88,3.92,0,0,3.92,0,0,1.96,0,0,13.72,0,1.96,5.88,0,0
