stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,540.3,9922.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.27,0,0,0,0,0,0,0,0,0,0,0
  5-6,649.74,8446.64,0,6.13,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,226.8,6.13,0,0,36.78,0,98.07,0,0,0,0,0,0,0,0,0,0,0
  7-9,126.18,144.58,0,202.41,0,0,0,570.43,0,0,0,0,0,223.44,0,0,0,0,0,0,0,0,0,0,0,4623.91,107.78,0,0,1890.04,0,0,55.2,0,0,0,0,0,0,0,0,0,0
 10-12,0,94.41,0,147.91,0,9.44,0,418.55,0,0,0,0,0,113.29,0,0,0,0,0,3.15,0,0,0,0,0,2810.24,84.97,0,0,1466.49,0,9.44,31.47,15.73,135.32,0,15.73,6.29,0,0,0,0,0
 14-21,0,1,0,23,197,101,0,293,0,1,0,18,9,5,0,1,20,0,0,10,4,122,0,0,83,1476,11,7,12,58,0,12,13,464,3,80,859,496,0,0,1,0,1
 24-34,0,0.82,0.82,11.49,47.61,15.6,0,238.05,7.39,1.64,1.64,20.52,5.75,0,4.1,0.82,31.19,3.28,4.93,9.85,4.1,126.41,4.1,0.82,46.79,1415.16,4.93,13.13,22.98,0,1.64,16.42,0,0,9.85,40.22,149.4,279.91,0,0,10.67,0,0
 36-46,0,0,0.81,3.22,17.72,0,0,261.84,19.34,2.42,0.81,37.06,4.83,0,2.42,0.81,9.67,2.42,4.03,6.45,0,99.9,0.81,1.61,41.09,1325.33,5.64,12.09,8.06,0,0,12.89,1.61,0,6.45,29,9.67,265.87,0,0,18.53,0,1.61
 48-58,0,0,0,0,21.23,1.15,0,338.54,17.79,1.15,4.59,67.71,10.33,2.87,4.59,2.3,6.31,1.72,2.3,6.31,1.15,123.37,1.72,5.74,41.89,1146.46,1.15,7.46,4.59,0.57,0.57,12.05,0,0,6.89,24.67,0,215.18,0,0.57,13.77,0,4.02
 60-70,0,0,0.98,0,17.67,2.94,0,354.33,22.58,0.98,4.91,84.41,13.74,1.96,2.94,5.89,6.87,0.98,1.96,5.89,0.98,98.15,1.96,3.93,32.39,953.06,3.93,5.89,6.87,0,0.98,15.7,0,0,7.85,20.61,0,127.6,0,1.96,8.83,0.98,3.93
 72-82,0,0,5.89,0,32.39,13.74,7.85,351.43,15.71,1.96,10.8,92.28,35.34,0,1.96,9.82,12.76,2.94,7.85,12.76,0.98,152.16,0,6.87,43.19,939.45,0.98,12.76,8.83,0,0,31.41,0,0,12.76,11.78,0,77.55,0,0.98,26.5,5.89,4.91
 84-94,0,0,3.19,0,38.23,14.87,18.05,241.08,12.74,5.31,8.5,60.54,58.41,1.06,4.25,15.93,18.05,3.19,6.37,14.87,0,104.08,1.06,5.31,29.74,460.92,1.06,7.43,18.05,0,0,96.65,0,0,18.05,14.87,0,30.8,2.12,3.19,16.99,6.37,1.06
 96-106,0,0,1.09,1.09,50.27,20.76,21.86,162.83,18.58,5.46,5.46,68.85,56.83,0,7.65,24.04,6.56,3.28,7.65,20.76,0,111.47,5.46,4.37,31.69,395.61,3.28,10.93,22.95,0,3.28,89.61,2.19,0,15.3,20.76,0,21.86,2.19,1.09,22.95,2.19,9.84
108-118,0,0,3.06,2.3,70.47,16.85,45.19,153.96,18.38,6.13,6.89,65.11,67.4,0,2.3,15.32,14.55,4.6,6.89,26.04,3.06,98.04,1.53,4.6,58.21,433.54,3.06,7.66,13.02,0,0.77,72.77,0.77,0,14.55,26.04,0,17.62,1.53,1.53,18.38,0.77,3.83
120,1.96,0,0,0,101.91,33.32,9.8,148.94,19.6,11.76,9.8,74.47,56.83,0,1.96,27.44,5.88,3.92,7.84,27.44,1.96,109.75,3.92,5.88,48.99,460.55,17.64,5.88,13.72,0,1.96,70.55,1.96,0,17.64,5.88,0,17.64,1.96,1.96,17.64,0,0
