stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,0,36.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,2.63,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,31.54,26.29,0,0,42.06,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,0,0,3.15,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.26,34.62,0,0,50.35,0,0,0,9.44,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,5,200,5,17,0,0,0,2,3,0,0,0,1,0,0,0,0,53,1,0,64,93,16,0,3,0,0,1,21,2,1,60,59,0,0,3,0,0
 24-34,0,0,0,4.1,84.55,0,24.63,0,3.28,4.93,7.39,0.82,0,4.93,0,0,0.82,0,0,0,183.87,0,0,101.79,137.9,5.75,0.82,5.75,0,0,6.57,1.64,2.46,0,19.7,58.28,0,0,19.7,0,0
 36-46,0,0,0,0,34.64,0,18.53,0.81,1.61,8.06,3.22,0.81,0,4.83,0.81,0,0,0.81,0,1.61,263.45,0,3.22,87.01,49.15,3.22,0,0.81,0,0,0.81,0.81,2.42,0,0,46.73,0,0,9.67,0,0
 48-58,0,0.57,0,0,12.62,0,21.8,0,7.46,6.89,5.16,0,0,1.72,0.57,0,0,0.57,0,1.15,300.1,0,3.44,56.23,31.56,2.3,0,1.15,0,0,0,0,0.57,0,0,20.08,0,0,9.18,0,0.57
 60-70,0,0,0,0,10.8,0,12.76,0.98,6.87,8.83,3.93,0,0,0.98,1.96,0,0,0.98,0.98,0.98,330.77,0,2.94,32.39,22.58,0,0,1.96,0,2.94,0.98,0,0,0,0,10.8,0,0.98,5.89,1.96,0
 72-82,0,0,0,0.98,11.78,0,28.47,0,9.82,12.76,13.74,0,0,1.96,4.91,0,0.98,0,0.98,0,537.95,0,13.74,45.16,23.56,0,0,2.94,0,3.93,0,0,0,0,0,3.93,0,8.83,12.76,5.89,1.96
 84-94,0,0,0,0,37.17,0,33.99,0,9.56,7.43,10.62,0,0,2.12,12.74,0,0,2.12,0,0,281.44,0,7.43,21.24,13.81,2.12,1.06,1.06,0,1.06,0,0,1.06,1.06,0,3.19,0,7.43,8.5,2.12,0
 96-106,0,0,0,0,18.58,0,21.86,0,6.56,6.56,12.02,0,0,2.19,5.46,0,3.28,1.09,1.09,0,255.73,0,3.28,13.11,18.58,1.09,0,1.09,0,6.56,0,0,0,0,0,2.19,1.09,6.56,14.21,4.37,0
108-118,0,0,0,0.77,16.85,0,21.45,0,11.49,11.49,3.06,0.77,0,0.77,4.6,0,1.53,1.53,2.3,1.53,200.68,0.77,1.53,10.72,25.28,2.3,0,6.13,0,0.77,0.77,0,0.77,0.77,0,0,0.77,8.43,13.79,3.06,0.77
120,1.96,0,1.96,0,31.36,1.96,13.72,0,1.96,7.84,11.76,0,0,1.96,13.72,0,0,0,1.96,0,184.22,0,7.84,15.68,23.52,3.92,0,3.92,0,5.88,0,0,0,0,0,0,0,1.96,19.6,5.88,0
