stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.42,0,0,0,0,0,0,0,0,0,0
  5-6,0,67.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367.78,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,2.63,0,10.51,0,0,0,28.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.03,0,0,0,34.17,0,110.41,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,12.59,0,3.15,0,9.44,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,396.52,15.73,0,0,81.82,0,66.09,0,15.73,0,3.15,3.15,0,0,0,0,0
 14-21,0,0,0,2,21,1,0,2,0,0,0,1,0,1,0,0,1,0,0,3,0,5,5,0,2,36,1,0,1,1,0,782,5,0,0,3,10,0,0,0,0,0
 24-34,0,0,0,0,1.64,0,0,0,0,0.82,0,0.82,0,0,0,0,5.75,0,0,0,0,1.64,3.28,0,0,4.93,0,0,0,0,0,287.3,0,0,0,0,3.28,0,0,0,0,0
 36-46,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,2.42,0,0,0.81,0,0.81,0,0,0,4.03,0,0,0,0,0,30.62,0,0,0,0,0.81,0,0,0,0,0
 48-58,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,24.1,0,0.57,0,0,0.57,5.74,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0
 60-70,0,0,0,0,0,0,0,12.76,0,0,0,0.98,0,0,0,0,0,0.98,0,59.87,0,2.94,0,0,0,12.76,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0.98
 72-82,0,0,0.98,0,2.94,1.96,0,15.71,1.96,0,0.98,7.85,0,0.98,0,1.96,0.98,0,0.98,179.64,0,16.69,1.96,0,0,58.9,0,0.98,0,0,0,5.89,0,0,0,0,0.98,0,0,3.93,0,0.98
 84-94,0,0,0,0,7.43,7.43,0,26.55,0,0,0,3.19,2.12,0,0,2.12,1.06,2.12,0,528.89,4.25,5.31,2.12,0,0,71.16,0,0,0,0,0,12.74,0,0,0,0,6.37,0,0,2.12,0,1.06
 96-106,0,0,1.09,0,21.86,13.11,6.56,81.96,2.19,4.37,5.46,24.04,5.46,0,3.28,12.02,5.46,1.09,3.28,807.61,0,57.92,2.19,2.19,1.09,218.57,2.19,4.37,3.28,0,0,30.6,0,1.09,2.19,0,2.19,2.19,2.19,8.74,3.28,4.37
108-118,0,0,0,0,14.55,4.6,7.66,57.45,2.3,9.19,2.3,18.38,3.83,0,0.77,5.36,0.77,3.06,1.53,1542.65,0.77,51.32,0.77,1.53,6.13,172.34,0.77,2.3,3.83,0,3.06,17.62,0,2.3,0,0,1.53,1.53,0.77,5.36,3.06,3.06
120,0,0,0,0,11.76,5.88,0,27.44,3.92,3.92,0,9.8,3.92,0,0,0,1.96,0,0,854.47,0,9.8,1.96,3.92,5.88,115.63,1.96,0,3.92,0,0,17.64,1.96,0,0,0,0,0,0,1.96,1.96,0
