stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,329.45,7366.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.74,0,0,0,0,0,0,0,0,0,0,0
  5-6,245.19,3181.28,0,6.13,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,73.56,6.13,0,0,18.39,0,42.91,0,0,0,0,0,0,0,0,0,0,0
  7-9,13.14,18.4,0,28.92,0,2.63,0,105.15,0,0,0,0,39.43,0,0,0,0,0,0,0,0,0,0,0,856.96,15.77,0,0,328.59,0,7.89,7.89,0,0,0,0,0,0,0,0,0,0
 10-12,0,44.06,0,37.76,0,3.15,0,91.26,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,1123.47,22.03,0,0,424.84,0,0,0,0,22.03,0,0,3.15,0,0,0,0,0
 14-21,0,0,0,14,44,9,0,74,0,0,23,3,0,0,0,1,0,0,0,0,40,0,0,27,1040,7,2,12,19,0,11,0,41,4,0,44,268,0,0,1,0,0
 24-34,0,0,0,4.1,21.34,0.82,0,330.81,1.64,0.82,27.09,0.82,0,2.46,1.64,1.64,2.46,1.64,1.64,0,101.79,0,0,31.19,1437.32,4.93,5.75,9.03,0,0,27.09,0,0,0,0.82,6.57,266.78,0,0,9.03,0,1.64
 36-46,0,0,0,0,12.89,2.42,0,380.28,0.81,0,18.53,0,0,1.61,0.81,0,0.81,1.61,0,0.81,81.37,0,2.42,24.98,751.69,3.22,1.61,6.45,0,0,6.45,0,0,0,0,0,161.13,0,0,5.64,0,0.81
 48-58,0,0,0,0,8.03,0,0,317.89,0,2.87,26.97,0.57,0,0,0,0,0,1.72,0,0.57,85.5,0.57,4.59,14.35,293.21,0.57,1.15,3.44,0,0,2.3,0,0,0.57,0,0,43.04,0,0,4.02,0,0.57
 60-70,0,0,0,0,17.67,1.96,0,178.64,0.98,1.96,50.06,0.98,0,1.96,0,0,0.98,2.94,1.96,0,60.85,0.98,0.98,7.85,165.88,0,1.96,1.96,0,0.98,3.93,0,0,0,0,0,13.74,0,0,4.91,0,0
 72-82,0,0,0,0,20.61,0.98,0,84.42,0,3.93,42.21,3.93,0,0,4.91,1.96,0,1.96,0,0,66.75,0,3.93,16.69,140.38,0,0.98,0.98,0,0,1.96,0,0,0,0,0,7.85,0.98,0.98,4.91,0,0
 84-94,0,0,0,0,18.05,1.06,0,104.08,1.06,1.06,29.74,4.25,0,0,5.31,0,1.06,3.19,1.06,0,54.16,0,6.37,19.12,110.45,3.19,1.06,2.12,0,0,6.37,0,0,0,0,0,2.12,2.12,1.06,6.37,0,0
 96-106,0,0,1.09,0,8.74,3.28,0,73.22,1.09,1.09,34.97,7.65,0,1.09,4.37,1.09,0,0,0,0,41.53,0,2.19,5.46,99.45,1.09,2.19,1.09,0,0,6.56,0,0,2.19,0,0,2.19,0,0,4.37,1.09,0
108-118,0,0,0,0,16.09,6.13,0,52.85,0,3.83,30.64,6.13,0,0,3.06,0.77,1.53,2.3,1.53,0,36,0.77,0.77,10.72,128.68,0.77,2.3,3.83,0,0.77,6.13,0,0,0,0,0,1.53,0,0,7.66,0,0
120,0,0,0,0,15.68,5.88,1.96,43.12,0,0,33.32,0,0,0,5.88,1.96,3.92,0,1.96,0,27.44,0,1.96,23.52,121.51,0,0,0,0,1.96,3.92,0,0,1.96,0,0,1.96,0,0,7.84,0,0
