stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,237.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,196.15,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,5.26,0,0,0,0,7.89,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,34.17,7.89,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,6.29,0,6.29,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.91,0,0,0,22.03,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1,6,9,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,4,0,0,3,52,0,1,2,1,0,0,0,2,0,2,1,18,0,0,1,0,0
 24-34,0,0,0.82,1.64,0.82,0,4.1,0.82,0,0.82,1.64,0,0,0.82,0,0,0,0,0,0.82,9.03,0,0,1.64,75.52,0,1.64,0.82,0,0,0,0,0,0.82,4.1,2.46,23.8,0,0,14.78,0,0
 36-46,0,0,0,0.81,0,0,8.06,0,0.81,2.42,5.64,0,0,3.22,0,0,0,0,0,0,15.31,0,0,2.42,74.12,0,0.81,0.81,0,0,0,0,0,0,4.83,0,20.95,0,0,16.92,0,0
 48-58,0,0,0,1.15,0,0,11.48,0,0,2.3,12.62,0,0,4.59,0,0,0,0,0.57,1.72,22.95,0,1.15,1.15,22.95,0,0.57,2.3,0,0.57,0,0,0,0.57,5.74,0,12.62,0,0,12.62,0,0.57
 60-70,0,0,0,4.91,0,0,25.52,0,0,2.94,48.09,0,0,3.93,0,0.98,0,0.98,0,0,52.02,0,2.94,1.96,34.35,0,0,3.93,0,1.96,0,0,0,0,0.98,0,10.8,0.98,1.96,3.93,0.98,2.94
 72-82,0,0,0,7.85,3.93,0,29.45,0,0.98,5.89,112.89,0,0,9.82,6.87,0,0.98,2.94,0,0.98,121.73,0,0.98,6.87,65.77,0,2.94,7.85,0,3.93,0,0,0,0,0,0,8.83,0,0.98,19.63,2.94,0
 84-94,0,0,0,15.93,3.19,0,22.3,0,0,1.06,56.29,0,0,8.5,9.56,1.06,1.06,0,0,1.06,82.84,0,2.12,8.5,32.92,0,0,4.25,0,0,2.12,0,0,2.12,1.06,0,5.31,3.19,3.19,25.49,3.19,3.19
 96-106,0,0,0,21.86,7.65,0,30.6,0,1.09,8.74,99.45,0,0,14.21,7.65,1.09,3.28,1.09,1.09,0,107.1,1.09,2.19,3.28,56.83,0,2.19,6.56,0,3.28,2.19,0,0,2.19,1.09,0,3.28,0,4.37,29.51,3.28,3.28
108-118,0,0,0,13.79,4.6,0.77,36.77,0.77,4.6,3.83,68.17,0.77,0,3.06,7.66,2.3,3.83,0,0,0,126.38,0,6.13,6.89,77.36,0,0.77,6.13,0,4.6,1.53,0,0,0,2.3,0,4.6,0,3.06,22.21,3.83,2.3
120,0,0,0,17.64,1.96,0,35.28,0,1.96,3.92,66.63,1.96,0,1.96,13.72,0,3.92,3.92,3.92,1.96,78.39,0,0,9.8,76.43,0,1.96,11.76,0,3.92,0,1.96,0,1.96,0,0,5.88,1.96,7.84,15.68,0,0
