stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,39.53,434.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0
  5-6,0,312.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,0,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8,2.63,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,3.15,0,0,0,3.15,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,37.76,0,0,0,15.73,0,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,6,0,1,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,213,0,2,0,0,0,0,0,1,0,0,189,0,0,0,0,0
 24-34,0,0,4.93,0,8.21,0.82,0,17.24,0,0,2.46,4.1,0.82,0,0,0,0.82,0,0.82,0.82,0,12.31,0,0,2.46,1278.07,0,39.4,6.57,0,0,4.93,0,0.82,0,0.82,390.73,0,0,2.46,0,0
 36-46,0,0,3.22,0,2.42,0,0,67.68,0,0,0,10.47,0,0,0.81,1.61,0,0.81,1.61,0,0.81,16.11,0,0,2.42,3088.13,0,53.17,3.22,0,0.81,1.61,0,0.81,0.81,0,634.87,0,0,2.42,0,0.81
 48-58,0,0,2.3,0,13.2,0,0,401.66,1.15,1.72,0.57,56.81,0,0,1.15,1.15,0.57,1.15,3.44,2.3,2.3,52.22,0.57,1.15,6.89,4403.95,1.72,32.71,10.33,0,0,5.74,0,1.15,1.15,0,687.99,0,0,2.87,0,6.31
 60-70,0,0,1.96,0,13.74,0,0,973.67,0.98,2.94,3.93,71.65,0.98,0,0,4.91,1.96,0.98,8.83,0,0,33.37,0,1.96,10.8,5390.52,0.98,26.5,18.65,0,0.98,10.8,0,0,0.98,0,693.94,0,0.98,4.91,0,4.91
 72-82,0,0,7.85,0,40.25,18.65,0,1540.23,0,1.96,2.94,128.6,7.85,0,3.93,1.96,0,1.96,13.74,0.98,0,101.11,0,2.94,13.74,4687.44,0.98,38.28,39.27,0,0,4.91,0.98,0.98,0.98,0,400.52,2.94,1.96,6.87,3.93,15.71
 84-94,0,0,4.25,0,49.92,5.31,0,963.27,0,1.06,0,100.89,0,0,0,1.06,3.19,3.19,23.36,1.06,0,60.54,0,4.25,8.5,2256.83,1.06,26.55,45.67,0,0,9.56,0,0,1.06,0,214.53,3.19,1.06,5.31,2.12,3.19
 96-106,0,0,5.46,0,33.88,8.74,1.09,836.03,0,0,2.19,92.89,5.46,0,2.19,2.19,2.19,4.37,41.53,1.09,1.09,45.9,0,2.19,2.19,1735.44,0,52.46,56.83,0,0,15.3,1.09,0,0,0,91.8,2.19,1.09,5.46,5.46,1.09
108-118,0,0,4.6,0,28.34,4.6,2.3,615.83,0,0.77,0,70.47,1.53,0,0,5.36,0.77,1.53,29.87,2.3,0.77,48.26,0,1.53,1.53,2403.59,0,22.21,32.17,0,0,7.66,0,0.77,0,0,65.11,3.06,0.77,3.06,1.53,1.53
120,0,0,0,0,31.36,3.92,1.96,419.39,1.96,1.96,3.92,60.75,0,0,0,1.96,0,0,25.48,1.96,0,37.24,0,1.96,5.88,2077.37,0,21.56,29.4,0,0,5.88,0,0,0,0,64.67,0,0,5.88,0,0
