stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,461.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,416.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.78,0,0,0,12.26,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,7.89,0,10.51,0,0,10.51,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,168.24,7.89,0,0,52.57,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,6.29,0,3.15,12.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.2,9.44,0,0,78.67,0,0,3.15,0,12.59,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,0,6,3,10,0,0,0,3,0,0,0,0,1,0,0,0,0,6,0,0,6,97,5,0,1,4,0,0,0,10,0,94,95,45,0,0,2,0,0
 24-34,0,0,0,0,6.57,0,20.52,0,0,0,8.21,0,0.82,0.82,0,0,0,0,0,0.82,13.13,0,0,7.39,218.35,0,1.64,0.82,0,0,0.82,0,0,0,4.1,9.85,60.74,0,0,2.46,0,0.82
 36-46,0,0,0,0.81,0,0.81,15.31,0.81,0.81,0,0,0,0,0.81,0,0,0,0.81,0,0,5.64,0,0,2.42,103.93,0.81,0,0,0,0,2.42,0,0,0,0,0,29.81,0,0,0.81,0,0
 48-58,0,0,0,0,1.72,0,25.25,1.15,0.57,0,5.16,0,0,0,0,0,0,0.57,0,0,15.49,0,1.15,10.33,119.93,0,0.57,0,0,0,1.15,0,0,0,0.57,0,22.38,0,1.15,0,0.57,0.57
 60-70,0,0,0,0,1.96,0,66.74,5.89,0.98,0,1.96,0,0,0,0.98,0,1.96,0,0,0,12.76,0,0.98,3.93,205.14,0,0.98,0,0,0,0.98,0,0,0,0,0,17.67,0,3.93,0,1.96,0
 72-82,0,0,0.98,0,4.91,0,180.63,2.94,0,0,8.83,0.98,0,0,0.98,0.98,0,0,0,0,30.43,0,0.98,1.96,258.18,0,0,0,0,0,3.93,0,0,0,0,0,9.82,0,0.98,2.94,1.96,0.98
 84-94,0,0,3.19,0,2.12,0,97.71,2.12,0,0,13.81,4.25,0,0,0,0,2.12,0,0,1.06,12.74,1.06,2.12,2.12,122.13,0,0,0,0,0,5.31,0,0,0,1.06,0,15.93,0,3.19,2.12,7.43,0
 96-106,0,0,6.56,0,7.65,2.19,106.01,1.09,1.09,0,17.49,4.37,0,0,0,0,0,0,0,0,24.04,0,4.37,1.09,169.39,0,0,1.09,0,0,3.28,0,0,0,1.09,0,5.46,0,5.46,1.09,14.21,1.09
108-118,0,0,6.13,0,3.83,0.77,85.02,0,0,0.77,14.55,6.89,0,0,1.53,0.77,5.36,0,2.3,0,5.36,0.77,0.77,3.83,150.13,0.77,0,0,0,0,2.3,0,0,0.77,0,0,4.6,0.77,1.53,1.53,6.89,0
120,0,0,1.96,0,5.88,7.84,99.95,0,0,1.96,15.68,0,0,0,1.96,0,0,0,0,0,21.56,0,0,5.88,217.54,1.96,0,0,0,1.96,3.92,0,0,0,0,0,11.76,0,0,3.92,15.68,0
