stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,39.53,303.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,251.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,7.89,0,5.26,0,0,21.03,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,134.06,10.51,0,0,52.57,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,12.59,0,0,18.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.38,6.29,0,0,72.38,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,18,4,8,0,0,0,1,1,0,1,0,0,0,0,0,0,6,0,0,6,87,4,0,0,1,0,1,0,6,0,0,14,38,0,0,2,0,0
 24-34,0,0,0.82,1.64,7.39,0.82,20.52,0,0,0.82,1.64,0.82,0,0,2.46,0,1.64,0.82,0,1.64,24.63,0,0,9.03,248.72,0.82,0,1.64,0,0,4.93,0,0,0,0,4.1,49.25,0,0,6.57,0,0
 36-46,0,0,0,0,1.61,0.81,55.59,0.81,0.81,0.81,5.64,0,0,0,0,0,0,0.81,0,0,16.92,0,0,4.83,203.03,1.61,0,0,0,0,2.42,0,0,0,0,0,53.98,0,0,2.42,0,2.42
 48-58,0,0,0,0,2.3,0,65.99,0.57,0.57,0,12.05,0,0,0,0,0.57,0.57,0.57,0,0.57,14.92,0,0.57,2.3,153.78,0.57,1.72,0.57,0,0,1.15,0,0,0,0,0,32.71,0,0,1.15,0.57,0
 60-70,0,0,0,0,2.94,0,85.39,0,0.98,0.98,16.69,0,0,0.98,0,0,0.98,0,0,0,19.63,0,0.98,1.96,178.64,0,0,0.98,0,0,0.98,0,0,0,0,0,28.46,0,0.98,2.94,0,0.98
 72-82,0,0,1.96,0,1.96,2.94,56.94,0,0.98,2.94,13.74,0.98,0,0.98,0.98,0.98,0,0,0,0,35.34,0.98,0.98,0.98,126.63,0,1.96,0,0,0,0.98,0,0,0,0,0,9.82,0,0,2.94,0.98,0.98
 84-94,0,0,0,0,5.31,2.12,56.29,0,1.06,0,6.37,2.12,0,0,1.06,0,2.12,0,2.12,0,21.24,0,0,1.06,75.4,3.19,2.12,1.06,0,0,8.5,0,0,0,0,0,6.37,0,0,4.25,0,4.25
 96-106,0,0,0,0,7.65,0,40.44,0,0,1.09,8.74,4.37,0,1.09,2.19,0,2.19,1.09,0,0,22.95,2.19,1.09,5.46,63.39,0,3.28,3.28,0,1.09,7.65,0,0,0,0,0,0,0,0,4.37,0,0
108-118,0,0,0.77,0,3.83,0.77,32.17,0.77,0,0.77,13.02,3.06,0,0,0.77,2.3,0.77,0,0.77,0.77,14.55,0,0,3.06,66.64,0.77,0,3.83,0,0,3.83,0,0,0.77,0.77,0,3.06,0.77,0,1.53,1.53,0
120,0,0,0,0,5.88,0,41.16,0,0,0,7.84,1.96,0,5.88,1.96,0,0,0,0,0,19.6,0,0,1.96,50.95,0,3.92,0,0,0,3.92,0,0,0,0,0,5.88,0,0,0,1.96,0
