stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,79.07,1489.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.25,0,0,0,0,0,0,0,0,0,0,0
  5-6,98.07,1287.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,5.26,0,18.4,0,0,0,31.54,0,0,0,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,231.33,13.14,0,0,107.78,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,12.59,0,3.15,0,22.03,0,0,0,0,0,31.47,0,0,0,0,0,0,0,0,0,0,0,213.99,12.59,0,0,119.58,0,0,6.29,3.15,25.18,0,6.29,0,0,0,0,0,0
 14-21,0,0,0,1,62,17,0,25,0,1,0,7,0,19,0,0,1,0,0,5,2,27,0,0,20,295,4,2,6,6,0,10,0,85,4,5,155,64,0,0,2,0,1
 24-34,0,0,0,0.82,18.06,0.82,0,59.92,1.64,2.46,2.46,9.85,1.64,0.82,2.46,0,4.93,0,0.82,2.46,0,50.07,0.82,0,22.98,251.18,5.75,3.28,3.28,0,0,21.34,0,0,1.64,2.46,45.97,48.43,0,0,7.39,0,0.82
 36-46,0,0,0,0.81,9.67,0.81,0,42.7,5.64,4.03,1.61,12.09,4.03,0.81,0.81,1.61,2.42,0,1.61,0.81,1.61,41.89,2.42,0.81,13.7,190.94,1.61,4.03,0,0,0,19.34,0,0,4.03,3.22,3.22,44.31,0,0,2.42,0,1.61
 48-58,0,0,0,0,5.16,0.57,0,47.05,6.89,3.44,2.3,19.51,0.57,0.57,2.87,1.72,1.72,0.57,2.87,0,1.72,52.79,2.3,0.57,12.62,118.78,1.72,2.3,2.3,0,0,9.18,0,0,0.57,2.3,0,20.66,0,0,4.59,0,4.02
 60-70,0,0,0,0,8.83,3.93,0.98,54.97,1.96,6.87,1.96,25.52,3.93,0,1.96,3.93,0,0.98,0.98,0.98,2.94,66.74,0.98,0.98,7.85,128.58,1.96,1.96,2.94,0,0.98,25.52,0,0,1.96,2.94,0,12.76,0.98,0.98,4.91,0.98,1.96
 72-82,0,0,2.94,0,24.54,9.82,0,87.37,2.94,6.87,11.78,52.03,6.87,0,3.93,3.93,8.83,0.98,2.94,0.98,0,155.1,3.93,3.93,11.78,179.64,2.94,2.94,8.83,0,0.98,45.16,0,0,0,0,0,9.82,0.98,1.96,5.89,4.91,4.91
 84-94,0,0,3.19,0,32.92,12.74,6.37,70.09,5.31,14.87,7.43,39.3,8.5,1.06,2.12,3.19,11.68,3.19,2.12,4.25,5.31,96.65,5.31,3.19,18.05,98.77,3.19,2.12,8.5,0,0,141.25,0,0,6.37,1.06,0,8.5,2.12,1.06,10.62,3.19,6.37
 96-106,0,0,3.28,0,46.99,18.58,7.65,69.94,5.46,16.39,6.56,43.71,13.11,1.09,4.37,14.21,10.93,1.09,6.56,8.74,0,137.7,4.37,5.46,15.3,135.51,5.46,6.56,21.86,0,0,127.86,0,0,3.28,3.28,0,5.46,2.19,4.37,10.93,4.37,5.46
108-118,0,0,1.53,0,74.3,6.13,17.62,47.49,3.06,18.38,6.89,42.13,13.79,0,3.06,11.49,13.02,9.19,2.3,8.43,4.6,135.58,9.96,2.3,21.45,168.51,7.66,4.6,9.19,0,3.06,163.15,0,0,0.77,5.36,0,4.6,1.53,6.13,12.26,3.83,10.72
120,0,0,0,0,74.47,15.68,1.96,50.95,3.92,23.52,3.92,43.12,9.8,0,1.96,15.68,1.96,7.84,1.96,19.6,0,90.15,0,1.96,23.52,170.5,3.92,5.88,9.8,0,1.96,166.58,0,0,7.84,1.96,0,7.84,0,0,19.6,1.96,9.8
