stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,171.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,122.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,15.77,0,0,0,0,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.75,0,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,6.29,0,6.29,0,0,0,50.35,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,207.7,3.15,0,0,28.32,0,3.15,0,0,3.15,0,3.15,0,0,0,0,0,0
 14-21,0,1,4,25,3,0,17,0,0,0,0,0,0,0,0,0,1,0,10,2,14,0,0,7,299,0,6,3,2,0,0,1,1,0,1,3,102,0,0,0,0,0
 24-34,0,4.1,2.46,13.95,1.64,0,25.45,0,0,0,1.64,0,0,0,0.82,0,0.82,0,18.88,1.64,59.92,0,0,8.21,1099.95,0,34.48,3.28,0,0,6.57,0,0,0,0,0,204.39,0,0,2.46,0,0
 36-46,0,1.61,0,8.06,0,0,87.01,0,0.81,0.81,5.64,0,0,0,0,0,0,0,5.64,0,40.28,0,0,10.47,2894.77,1.61,23.36,1.61,0,0,0.81,0,0,0,0.81,0,398.81,0,0,1.61,0,2.42
 48-58,0,0,0,14.92,0,0,312.72,1.72,2.3,4.59,39.02,0,0,1.72,1.72,0,1.15,1.72,5.16,1.72,56.23,0,1.72,9.18,3970.73,3.44,15.49,3.44,0.57,0.57,6.31,0,0,0,2.3,0,452.73,0,0,4.59,0,9.18
 60-70,0,1.96,0,8.83,2.94,0,350.4,3.93,2.94,1.96,23.56,0,0,0.98,0.98,0,2.94,0,1.96,1.96,42.21,0.98,1.96,7.85,4610.21,0,15.7,2.94,0,0.98,6.87,0,0,0.98,0,0,414.2,0,3.93,1.96,0.98,2.94
 72-82,0,4.91,0,21.6,9.82,0,297.44,0,0,3.93,64.79,3.93,0,1.96,2.94,0,3.93,0.98,6.87,0,80.5,0.98,0,8.83,3078.49,0.98,17.67,2.94,0,0.98,5.89,0,0,0,0,0,178.66,1.96,0,5.89,2.94,4.91
 84-94,0,5.31,0,20.18,5.31,0,289.94,1.06,3.19,5.31,52.04,2.12,0,1.06,2.12,1.06,2.12,2.12,7.43,0,57.35,1.06,2.12,4.25,1432.69,0,9.56,2.12,0,0,11.68,0,0,0,1.06,0,106.2,0,2.12,1.06,0,1.06
 96-106,0,4.37,0,31.69,8.74,1.09,193.43,1.09,1.09,4.37,46.99,3.28,0,0,2.19,0,2.19,1.09,5.46,1.09,38.25,0,2.19,6.56,1037.11,1.09,10.93,4.37,0,2.19,6.56,0,0,0,2.19,0,25.14,1.09,1.09,4.37,3.28,0
108-118,0,2.3,0.77,11.49,4.6,0.77,120.26,0,0,4.6,24.51,0.77,0,1.53,2.3,0.77,3.06,0,4.6,0,30.64,0,1.53,0,1310.56,0,10.72,0.77,0,0.77,3.06,0,0,1.53,0,0,25.28,0.77,0.77,4.6,0.77,0.77
120,0,0,0,23.52,1.96,1.96,135.23,1.96,3.92,3.92,25.48,1.96,0,0,0,0,0,0,0,0,41.16,1.96,0,9.8,1369.89,0,3.92,0,0,1.96,9.8,0,0,0,1.96,0,19.6,0,0,1.96,0,0
