stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,276.74,5165.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289.91,0,0,0,0,0,0,0,0,0,0
  5-6,275.83,3187.41,0,6.13,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,55.17,18.39,0,0,24.52,0,67.43,0,0,0,0,0,0,0,0,0,0
  7-9,18.4,21.03,0,23.66,0,0,0,63.09,0,0,0,0,0,23.66,0,0,0,0,0,0,0,0,0,0,0,580.95,26.29,0,0,176.12,0,2.63,5.26,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,40.91,0,3.15,0,25.18,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,298.96,9.44,0,0,191.97,0,0,0,3.15,12.59,3.15,3.15,0,0,0,0,0
 14-21,0,0,0,3,29,7,0,5,0,0,0,2,3,0,2,0,1,0,0,0,0,10,0,0,4,109,3,4,3,4,0,15,0,19,0,17,45,0,0,1,0,0
 24-34,0,0,0.82,0,27.91,0,0,18.88,0,1.64,1.64,5.75,0,0,1.64,1.64,3.28,0,3.28,0.82,0,16.42,0.82,0,4.93,298.79,0,4.1,4.93,0,0,50.07,0,0,2.46,8.21,75.52,0,0,5.75,0,0
 36-46,0,0,0.81,0,12.89,0,0,33.03,0,1.61,0,11.28,0,0.81,0.81,1.61,0.81,0.81,3.22,0,1.61,24.98,2.42,1.61,5.64,403.64,2.42,4.03,2.42,0,0,36.26,0,0,2.42,0,94.26,0,0,4.03,0,0
 48-58,0,0,0.57,0,7.46,0,0,65.99,0,2.3,1.72,21.23,0,0.57,1.15,2.3,0,0,1.15,1.15,2.3,28.12,1.15,0.57,1.15,306.41,0,2.87,3.44,0,0,14.92,0,0,1.15,0,75.74,0,0.57,3.44,0,1.15
 60-70,0,0,0.98,0,13.74,0,0,104.04,0,2.94,0,16.69,1.96,0,0.98,3.93,1.96,0.98,1.96,0,0.98,32.39,1.96,0.98,2.94,370.03,0.98,7.85,0,0,0,18.65,0,0,0.98,0,60.85,0.98,1.96,2.94,0,2.94
 72-82,0,0,1.96,0,9.82,1.96,0,121.73,0,4.91,2.94,27.49,4.91,0.98,2.94,4.91,0.98,0,3.93,0,0.98,47.12,4.91,2.94,6.87,373.03,0,4.91,4.91,0,0,22.58,0,0,0,0,51.05,0.98,2.94,10.8,0,2.94
 84-94,0,0,0,1.06,35.05,0,0,66.91,1.06,4.25,1.06,18.05,3.19,0,1.06,9.56,4.25,1.06,3.19,0,2.12,24.43,4.25,2.12,4.25,150.81,2.12,1.06,3.19,0,1.06,74.34,0,0,3.19,0,27.61,0,1.06,4.25,4.25,3.19
 96-106,0,0,2.19,0,18.58,3.28,0,52.46,0,6.56,1.09,12.02,14.21,0,0,17.49,2.19,4.37,2.19,1.09,0,27.32,3.28,3.28,2.19,119.12,2.19,6.56,5.46,0,1.09,44.81,0,0,1.09,0,10.93,6.56,2.19,12.02,0,4.37
108-118,0,0,1.53,0,32.17,0,0.77,52.09,1.53,6.89,0.77,14.55,8.43,0,0,8.43,4.6,3.06,0.77,2.3,3.06,32.17,1.53,2.3,1.53,163.92,1.53,4.6,2.3,0,0,33.7,0,0,3.06,0,13.02,5.36,0.77,3.83,0,3.06
120,0,0,1.96,0,45.08,5.88,0,52.91,1.96,7.84,0,21.56,1.96,0,0,19.6,0,1.96,3.92,0,1.96,23.52,1.96,3.92,0,174.42,5.88,7.84,11.76,0,0,45.08,0,0,0,0,25.48,1.96,3.92,7.84,1.96,1.96
