stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,118.6,2464.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.6,0,0,0,0,0,0,0,0,0,0,0
  5-6,79.69,876.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.17,18.39,0,0,12.26,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,26.29,26.29,0,42.06,0,2.63,49.95,0,0,0,0,0,31.54,0,0,0,0,0,0,0,0,0,0,0,554.66,15.77,0,0,247.1,0,2.63,7.89,0,0,0,0,0,0,0,0,0,0
 10-12,0,18.88,0,28.32,0,6.29,75.53,0,0,0,0,0,12.59,0,0,0,0,0,3.15,0,0,0,0,0,855.98,22.03,0,0,213.99,0,0,3.15,0,31.47,0,0,3.15,0,0,0,0,0
 14-21,0,0,0,2,36,19,19,0,0,0,6,4,0,0,0,2,0,0,0,0,24,0,0,14,369,6,4,5,5,0,5,0,37,6,1,30,113,0,0,3,0,1
 24-34,0,0,0,0,17.24,4.1,112.46,0,0.82,0.82,15.6,0.82,0,1.64,1.64,1.64,0.82,0.82,1.64,0,61.56,0.82,0,22.16,718.25,0.82,4.93,6.57,0,0,16.42,0,0,0,0,5.75,151.86,0,0,13.13,0,1.64
 36-46,0,0,0,0,3.22,1.61,379.47,0,0,0,15.31,2.42,0,2.42,4.83,1.61,0.81,0,0,0,67.68,0,2.42,19.34,676.76,0,4.03,1.61,0,0,11.28,0,0.81,0.81,0,0,126.49,0,0,6.45,0,2.42
 48-58,0,0,0,0,5.16,1.72,492.9,0,0.57,1.72,27.54,0,0,1.72,2.3,0,1.15,0.57,0,0.57,87.22,0.57,5.16,13.77,332.81,0,1.72,1.15,0,0,5.16,0,0,0.57,0,0,41.89,0,0,7.46,0,0.57
 60-70,0,0,0,0,9.82,1.96,350.4,0,1.96,1.96,42.21,2.94,0,0,5.89,0.98,0,0.98,0.98,0,82.45,0.98,3.93,7.85,186.49,0.98,0.98,1.96,0,1.96,6.87,0,0,0,0,0,21.59,0,0,6.87,0.98,0
 72-82,0,0,0.98,0,10.8,4.91,152.16,0.98,0,1.96,51.05,1.96,0,2.94,2.94,0,0,1.96,0.98,0,122.71,0.98,3.93,11.78,155.1,0,1.96,2.94,0,0.98,6.87,0,0,0,0,0,5.89,0.98,0,7.85,1.96,0.98
 84-94,0,0,2.12,0,22.3,5.31,87.09,0,0,1.06,19.12,7.43,0,2.12,5.31,3.19,3.19,2.12,0,0,99.83,0,6.37,10.62,81.78,0,0,5.31,0,1.06,21.24,0,0,1.06,0,0,2.12,0,0,5.31,1.06,2.12
 96-106,0,0,0,0,17.49,6.56,71.04,2.19,2.19,3.28,32.79,3.28,0,1.09,15.3,1.09,3.28,3.28,2.19,0,108.19,0,2.19,5.46,98.36,4.37,2.19,3.28,0,1.09,16.39,0,0,0,0,0,3.28,6.56,1.09,15.3,2.19,2.19
108-118,0,0,0,0.77,17.62,9.96,72.77,0.77,6.13,2.3,35.23,5.36,0,2.3,13.02,1.53,3.83,1.53,0.77,1.53,59.75,0,0.77,13.79,117.19,3.83,1.53,6.13,0,0.77,18.38,0,0,0.77,1.53,0,1.53,3.06,3.06,13.02,0,1.53
120,0,0,0,1.96,21.56,5.88,70.55,0,0,0,25.48,5.88,0,3.92,13.72,0,0,0,0,0,39.2,1.96,1.96,15.68,74.47,5.88,3.92,9.8,0,0,15.68,0,0,1.96,0,0,3.92,1.96,0,15.68,1.96,0
