stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,395.34,6154.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.67,0,0,0,0,0,0,0,0,0,0,0
  5-6,300.35,3463.24,0,6.13,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,116.46,6.13,0,0,24.52,0,42.91,0,0,0,0,0,0,0,0,0,0,0
  7-9,26.29,31.54,0,68.35,0,0,0,73.6,0,0,0,0,26.29,0,0,0,0,0,0,0,0,0,0,0,951.59,39.43,0,0,402.19,0,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,50.35,0,59.79,0,6.29,0,91.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849.68,31.47,0,0,339.87,0,0,3.15,0,44.06,0,0,6.29,0,0,0,0,0
 14-21,2,0,0,3,67,16,0,25,0,0,9,4,0,4,0,0,0,1,0,0,29,0,0,32,345,4,3,8,9,0,3,1,64,7,1,56,98,0,0,3,0,1
 24-34,0,0,0,2.46,26.27,3.28,0,53.36,0,0.82,13.13,0,0,1.64,2.46,0,0.82,0,2.46,1.64,59.1,0,0,33.66,563.93,4.93,6.57,8.21,0,0,2.46,0,0,1.64,0,13.13,143.65,0,0,20.52,0,0.82
 36-46,0,0,0,0,5.64,0,0,134.55,0.81,4.03,20.95,0,0,0.81,1.61,0,0,0.81,0.81,1.61,80.57,0,0,21.75,431.84,2.42,6.45,5.64,0,0,0.81,0,0,0.81,0,0,110.38,0,0,4.83,0,1.61
 48-58,0,0,0,0.57,4.59,0.57,0,162.96,0.57,4.59,40.17,0,1.15,1.15,0.57,0,1.15,1.72,0.57,0.57,127.96,0.57,1.72,16.07,309.85,0.57,3.44,4.02,0,0,4.02,0,0,1.15,0,0,82.05,0,0,6.89,0,4.59
 60-70,0.98,0,0.98,0,2.94,7.85,0,156.06,0,5.89,30.43,0.98,0,0.98,1.96,0.98,0,2.94,0,0.98,139.38,1.96,5.89,12.76,168.82,0.98,2.94,1.96,0,0.98,3.93,0,0,0,0,0,19.63,0,2.94,7.85,0.98,5.89
 72-82,0,0,0,0,8.83,18.65,0.98,152.16,0,2.94,26.5,1.96,0,2.94,2.94,0.98,0.98,2.94,0.98,0,110.93,0.98,5.89,20.61,169.83,0.98,3.93,0.98,0,0.98,5.89,0,0,0,0,0,25.52,1.96,0.98,7.85,4.91,2.94
 84-94,0,0,0,0,12.74,15.93,0,69.03,2.12,2.12,20.18,1.06,1.06,0,6.37,1.06,3.19,3.19,0,3.19,87.09,0,7.43,7.43,75.4,0,0,4.25,0,0,11.68,0,0,0,0,0,8.5,1.06,2.12,7.43,1.06,3.19
 96-106,0,0,1.09,0,17.49,34.97,1.09,68.85,1.09,8.74,21.86,8.74,0,3.28,7.65,4.37,2.19,4.37,0,0,104.91,0,3.28,8.74,76.5,3.28,12.02,7.65,0,0,20.76,0,0,1.09,0,0,6.56,2.19,3.28,16.39,4.37,3.28
108-118,0,0,0,0.77,10.72,19.15,0,36,4.6,1.53,11.49,1.53,0,0,1.53,2.3,3.06,0.77,0.77,0.77,66.64,0,1.53,6.13,74.3,2.3,2.3,5.36,0,1.53,9.96,0,0,1.53,0,0,1.53,4.6,0.77,9.96,0.77,3.06
120,0,0,1.96,0,17.64,15.68,0,54.87,1.96,3.92,11.76,3.92,0,0,9.8,0,0,0,3.92,3.92,47.03,0,3.92,11.76,72.51,3.92,3.92,3.92,0,0,17.64,0,0,1.96,0,0,0,0,0,9.8,0,1.96
