stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,540.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,300.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,5.26,0,0,0,0,0,21.03,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,241.84,18.4,0,0,76.23,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,6.29,0,0,0,50.35,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,547.57,31.47,0,0,94.41,0,0,0,0,12.59,0,0,3.15,0,0,0,0,0
 14-21,0,0,1,2,20,4,0,17,0,1,0,14,3,0,6,1,0,0,0,8,0,12,0,0,8,380,14,6,4,3,0,0,0,4,1,0,2,172,0,0,4,0,0
 24-34,0,0,1.64,2.46,27.09,0.82,0,79.62,0,3.28,0,19.7,0,0.82,7.39,4.1,0,0,3.28,8.21,0,31.19,0,0.82,9.85,1299.42,8.21,7.39,10.67,0,0.82,3.28,0,0,0.82,0,0.82,321.78,0,0,36.94,0,0.82
 36-46,0,0,1.61,0.81,17.72,4.03,0,221.56,0,3.22,0.81,55.59,0.81,0,2.42,5.64,0,0.81,0.81,0.81,0,45.92,0,1.61,13.7,1641.95,5.64,15.31,4.03,0,0,0.81,0.81,0,0,0,0,392.36,0,0,46.73,0,0
 48-58,0,0,1.15,0,18.36,1.15,0,271.98,0.57,7.46,1.72,76.89,0.57,0,6.31,7.46,0.57,1.15,1.15,1.15,0.57,57.95,0,3.44,9.18,1075.88,4.59,5.74,9.18,0,0.57,2.87,0,0,0,0.57,0,298.38,0,0,46.48,0,0
 60-70,0,0,0.98,0,37.3,1.96,0,398.5,0,9.82,0.98,88.34,2.94,0.98,2.94,22.58,1.96,0,0,1.96,0,76.56,0.98,6.87,7.85,1104.21,1.96,6.87,5.89,0,0,0.98,0,0,0.98,0,0,164.9,0,0.98,47.11,1.96,1.96
 72-82,0,0,2.94,0,42.21,7.85,0,247.38,0.98,6.87,0,107,3.93,1.96,2.94,30.43,2.94,0.98,6.87,4.91,0,99.15,1.96,5.89,3.93,847.17,0.98,12.76,18.65,0,0,2.94,0,0,0,0,0,74.61,0,4.91,72.64,11.78,1.96
 84-94,0,0,5.31,1.06,78.59,4.25,1.06,228.34,0,22.3,2.12,55.23,8.5,1.06,2.12,31.86,1.06,2.12,3.19,5.31,0,87.09,3.19,2.12,6.37,498.1,4.25,10.62,9.56,0,0,2.12,0,0,0,2.12,0,59.47,2.12,8.5,60.54,15.93,0
 96-106,1.09,0,2.19,0,87.43,9.84,0,148.63,1.09,15.3,0,69.94,6.56,0,2.19,41.53,2.19,1.09,3.28,5.46,0,71.04,4.37,5.46,3.28,431.67,4.37,15.3,16.39,0,2.19,4.37,0,0,2.19,0,0,21.86,2.19,3.28,62.29,8.74,0
108-118,0,0,1.53,2.3,121.79,3.06,0.77,142.47,0.77,27.57,1.53,65.11,10.72,0,1.53,36.77,3.83,1.53,3.83,4.6,0,67.4,0.77,3.06,3.06,585.2,3.83,12.26,13.79,0,0,0.77,0,0,0.77,0,0,21.45,3.06,6.89,53.62,6.13,0.77
120,0,0,0,3.92,125.43,3.92,0,148.94,0,27.44,1.96,68.59,5.88,0,1.96,45.08,3.92,1.96,0,0,0,39.2,0,7.84,1.96,564.42,0,13.72,11.76,0,0,3.92,0,0,0,0,0,29.4,1.96,0,35.28,5.88,0
