stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,171.31,2490.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.07,0,0,0,0,0,0,0,0,0,0
  5-6,159.37,2556.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,12.26,0,0,24.52,0,49.04,0,0,0,0,0,0,0,0,0,0
  7-9,26.29,65.72,0,68.35,0,0,0,233.96,0,0,0,0,0,28.92,0,0,0,0,0,0,0,0,0,0,0,1603.52,47.32,0,0,378.53,0,15.77,0,0,0,0,0,0,0,0,0,0
 10-12,0,69.23,0,88.12,0,3.15,0,173.08,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,1469.63,25.18,0,0,188.82,0,9.44,6.29,0,31.47,0,3.15,0,0,0,0,0
 14-21,0,1,1,41,784,26,0,38,0,2,0,40,19,1,0,0,11,0,1,0,1,57,4,0,17,565,7,10,46,24,0,60,1,18,37,15,243,0,0,3,0,0
 24-34,0,0,0.82,20.52,385.8,0.82,0,58.28,0,29.55,0,31.19,9.85,0,0,0,22.16,0,13.13,4.1,0,22.98,11.49,0.82,9.85,468.71,0,20.52,26.27,0,0,156.78,0,0,19.7,3.28,145.29,0,0,5.75,0,0
 36-46,0,0,0,2.42,169.19,0,0,147.44,0,19.34,0,49.95,5.64,0,0.81,0.81,4.83,0,6.45,3.22,0.81,14.5,1.61,0,3.22,417.34,0.81,10.47,16.11,0,0,111.18,0,0,8.06,0,114.41,0,0,1.61,0,0
 48-58,0,0,0,1.72,156.65,0,0,415.43,0.57,40.17,0,78.04,2.87,1.72,1.15,0,6.31,0,13.2,1.15,0.57,25.82,3.44,1.15,4.59,265.1,0,4.59,21.8,0,0,63.69,0,0,4.59,0,88.94,0,0,1.15,0,1.15
 60-70,0,0,0,0,128.58,0,0,546.71,0,39.26,0.98,48.09,11.78,0,1.96,1.96,3.93,0.98,4.91,2.94,0,15.7,1.96,1.96,0,158.03,0.98,7.85,7.85,0,0.98,63.8,0,0,6.87,0,35.33,0.98,0,1.96,0,0.98
 72-82,0,0,5.89,0,135.47,0,0,458.44,0.98,31.41,0.98,63.81,16.69,2.94,2.94,2.94,10.8,3.93,14.72,1.96,0,18.65,1.96,2.94,3.93,136.45,0,8.83,21.6,0,0,65.77,0,0,3.93,0,7.85,4.91,0.98,3.93,0.98,0.98
 84-94,0,0,4.25,0,254.89,0,0,304.8,0,55.23,0,38.23,36.11,1.06,1.06,2.12,23.36,2.12,10.62,5.31,0,24.43,6.37,2.12,1.06,96.65,0,11.68,22.3,0,0,220.9,0,0,19.12,0,7.43,20.18,1.06,1.06,1.06,1.06
 96-106,0,0,2.19,2.19,252.45,1.09,0,285.23,0,43.71,1.09,31.69,54.64,0,4.37,4.37,25.14,0,16.39,5.46,0,19.67,9.84,1.09,1.09,103.82,0,20.76,21.86,0,0,158.46,0,0,9.84,0,3.28,17.49,1.09,0,0,0
108-118,0,0,1.53,2.3,246.64,0.77,2.3,246.64,0,72,0.77,28.34,45.96,0,0,3.83,20.68,2.3,9.19,6.13,0,15.32,10.72,0.77,2.3,110.3,0.77,16.09,18.38,0,0,136.34,0,0,8.43,0,2.3,32.94,0,1.53,1.53,0.77
120,0,0,3.92,0,158.74,0,0,176.38,0,48.99,0,33.32,35.28,0,1.96,5.88,7.84,0,13.72,5.88,1.96,9.8,7.84,1.96,1.96,111.71,0,13.72,19.6,0,0,90.15,0,0,9.8,0,0,13.72,0,7.84,0,1.96
