stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,65.89,1449.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,177.76,2439.59,0,0,0,0,0,0,0,0,0,0,0,36.78,0,0,0,0,0,0,0,0,0,0,0,91.94,0,0,0,18.39,30.65,0,0,0,0,0,0,0,0,0,0,0
  7-9,49.95,55.2,0,68.35,0,0,0,102.52,0,0,0,0,0,197.15,0,0,0,0,0,0,0,0,0,0,0,1482.59,23.66,0,0,822.79,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,31.47,0,37.76,0,3.15,0,84.97,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,739.54,18.88,0,0,427.99,3.15,3.15,0,62.94,0,3.15,3.15,0,0,0,0,0
 14-21,0,0,2,10,66,25,0,39,0,1,0,14,5,1,1,0,9,0,0,0,0,29,0,0,18,666,5,5,4,22,26,0,83,2,28,322,251,0,0,1,0,0
 24-34,0,0,0,0.82,9.85,11.49,0,226.56,0,0,0.82,18.88,1.64,0,0.82,1.64,8.21,0,0.82,0,0.82,45.15,0.82,0.82,15.6,850.41,0,21.34,4.1,0,18.06,0,0.82,1.64,0.82,36.94,165.81,0,0,4.1,0,1.64
 36-46,0,0,0,0,5.64,0.81,0,456.81,1.61,0.81,0.81,18.53,0,0,2.42,2.42,1.61,0,1.61,0,0,62.04,0.81,0,18.53,742.83,0.81,13.7,3.22,0,12.89,0,0,0,0,0,154.69,0,0,4.83,0,0.81
 48-58,0,0,0,0,7.46,1.15,0,467.08,0,1.72,2.87,30.99,1.72,0,0,4.02,2.3,0.57,1.72,1.15,2.87,60.82,0.57,1.72,12.05,409.12,0,8.03,0.57,0,10.33,0,0,0,0.57,0,81.48,0,0,1.72,0,0.57
 60-70,0,0,0,0,4.91,0.98,0,344.51,0.98,0,0,40.24,0.98,0,0,2.94,1.96,0,0,0.98,0,40.24,0.98,0,3.93,217.9,0.98,5.89,0,0.98,4.91,0,0,0,0,0,32.39,0,1.96,0.98,0,0.98
 72-82,0,0,0,0,11.78,1.96,0,189.46,0,0.98,3.93,26.5,2.94,0,0,2.94,0.98,0.98,0,1.96,0,36.32,0.98,2.94,11.78,137.43,0.98,3.93,1.96,0,7.85,0,0,0,0,0,9.82,3.93,0.98,2.94,0,0
 84-94,0,0,1.06,0,21.24,8.5,0,130.63,0,2.12,0,20.18,6.37,0,0,5.31,6.37,1.06,0,0,0,24.43,2.12,0,18.05,84.96,0,4.25,0,0,11.68,0,0,0,0,0,6.37,1.06,0,3.19,0,0
 96-106,0,0,0,0,21.86,5.46,1.09,96.17,0,0,0,13.11,9.84,0,1.09,7.65,2.19,1.09,0,0,0,17.49,0,1.09,14.21,85.24,0,6.56,0,0,17.49,0,0,0,0,0,1.09,3.28,1.09,9.84,1.09,0
108-118,0,0,0,0,17.62,4.6,0,78.13,0.77,1.53,0.77,14.55,3.06,0,0,5.36,0.77,0.77,0.77,0,0,12.26,0.77,0,13.02,102.64,0,6.89,1.53,0,15.32,0,0,0.77,0,0,0.77,3.06,0,4.6,0,0
120,0,0,0,0,5.88,9.8,0,33.32,0,0,0,19.6,0,0,1.96,7.84,0,1.96,0,1.96,0,9.8,0,0,17.64,80.35,0,3.92,0,0,1.96,0,0,0,0,0,1.96,0,0,7.84,0,0
