stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,131.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,147.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.89,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,4,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,4,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
 24-34,0,0,0,0,8.21,0,0,1.64,0,0,0.82,0.82,0,4.1,0,0,0,0,0,2.46,3.28,8.21,0,0,1.64,8.21,0.82,0,0,0,0,0,0,4.1,0,1.64,2.46,0,0,0,0,2.46
 36-46,0,0,0,0,0,0,0,1.61,0,0,0,0.81,0,0,0.81,0,0,0,0,0.81,1.61,2.42,0,0,0,4.83,0,2.42,0,0,0,0,0.81,0,0.81,0,1.61,0,0,0,0,0.81
 48-58,0,0,0.57,0,0.57,0,0,1.72,0,0,0,2.87,0,2.3,0,0.57,0,0,0,0,1.72,2.3,1.72,0,0.57,9.75,0,1.72,0.57,0,0,0,0,0,0,0,3.44,0,0,0,0,2.3
 60-70,0,0,0.98,0,0.98,0,0,16.69,0.98,0,0,6.87,1.96,0,0,0,0,0.98,0,0.98,0,18.65,0,0.98,1.96,18.65,0,0.98,2.94,0,0.98,0,0,0,0,0,4.91,0,0,0,0,0.98
 72-82,0,0,0,0,1.96,2.94,0,17.67,0,0,0,37.3,0.98,0.98,0,0,0,1.96,0,2.94,2.94,50.06,0,0.98,4.91,31.41,0,2.94,3.93,0,0.98,0,0,0.98,0,0,11.78,2.94,1.96,0.98,0.98,1.96
 84-94,0,0,1.06,0,2.12,3.19,0,12.74,2.12,0,1.06,28.68,1.06,0,0,0,3.19,0,0,1.06,3.19,29.74,0,0,1.06,16.99,1.06,2.12,0,0,0,0,0,2.12,0,0,9.56,0,0,0,2.12,4.25
 96-106,0,0,2.19,0,14.21,3.28,0,12.02,0,0,0,39.34,3.28,0,2.19,0,2.19,0,0,2.19,3.28,37.16,0,3.28,2.19,29.51,0,3.28,5.46,0,3.28,1.09,0,2.19,0,0,7.65,2.19,3.28,1.09,1.09,3.28
108-118,0,0,3.06,0.77,9.19,1.53,1.53,9.19,1.53,0.77,0,39.83,3.83,0,0,1.53,0,3.83,0.77,3.06,5.36,39.06,0.77,0.77,3.06,30.64,2.3,5.36,5.36,0,1.53,0,0,1.53,0,0,5.36,0,0.77,1.53,2.3,2.3
120,0,0,1.96,0,3.92,3.92,1.96,9.8,0,0,0,33.32,3.92,0,0,0,0,1.96,0,1.96,1.96,23.52,0,0,3.92,19.6,3.92,1.96,7.84,0,0,0,0,0,0,0,5.88,1.96,5.88,0,1.96,1.96
