stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  5-6,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,0,0,0,0,0,0,0,0,0,0,119.58,0,0,0,0,0,0,0,0,0,0,0,81.82,3.15,0,0,12.59,0,0,0,3.15,0,0,3.15,0,0,0,0,0
 14-21,0,0,7,0,12,29,0,2,0,0,0,29,1,79,2,0,1,0,0,0,0,2,0,0,0,385,2,12,37,0,0,0,3,6,47,30,282,0,0,12,0,0
 24-34,0,0,9.85,4.93,2.46,3.28,0,17.24,0.82,0,0,41.86,0.82,10.67,8.21,0,2.46,0,1.64,0,0,6.57,4.93,0,2.46,1392.99,0,63.21,36.94,0,2.46,0,0,11.49,4.1,0,467.89,0,0,34.48,0,0
 36-46,0,0,4.83,0,3.22,0.81,0,55.59,0.81,0,0,46.73,1.61,0.81,4.83,0,0,0,0.81,0,0,4.03,6.45,0,0.81,2094.74,0,59.62,20.95,0,0,0,0,4.83,1.61,0,529.32,0,0,9.67,0,0
 48-58,0,0,2.87,0,4.59,0,0,238.13,0.57,0,0,90.66,0.57,0,8.03,0,0,0,3.44,0.57,0,12.05,5.16,0.57,3.44,2767.46,1.15,50.49,31.56,0,3.44,0,0,2.87,0,0,494.05,0,0,11.48,0,0.57
 60-70,0,0,0.98,0,6.87,0.98,0,529.04,0.98,0,0,95.21,3.93,0,9.82,0.98,0,0,12.76,0,0,13.74,3.93,0,1.96,3036.83,0.98,53.98,37.3,0,0.98,0,0,3.93,0,0,347.46,0.98,0.98,8.83,0.98,0.98
 72-82,0,0,16.69,0,22.58,4.91,1.96,898.22,3.93,0.98,2.94,126.63,13.74,0.98,16.69,2.94,0,1.96,25.52,1.96,0.98,33.38,10.8,1.96,13.74,3385.75,0,103.07,85.4,0.98,13.74,0,0,3.93,0,0,232.65,7.85,1.96,26.5,0.98,0
 84-94,0,0,14.87,0,22.3,0,3.19,589.43,1.06,1.06,1.06,109.39,23.36,1.06,15.93,1.06,2.12,2.12,46.73,1.06,0,25.49,11.68,0,9.56,1670.58,0,109.39,123.2,0,4.25,0,0,5.31,0,0,127.44,5.31,0,26.55,2.12,1.06
 96-106,0,0,14.21,0,29.51,7.65,3.28,446.97,2.19,6.56,2.19,104.91,17.49,0,36.06,7.65,2.19,1.09,80.87,3.28,0,42.62,8.74,2.19,30.6,1458.95,0,191.25,127.86,0,4.37,2.19,0,5.46,0,0,55.74,4.37,1.09,26.23,3.28,3.28
108-118,0,0,7.66,0.77,14.55,2.3,6.89,359.24,0,1.53,1.53,70.47,13.79,0,16.09,6.89,2.3,0,51.32,2.3,0,24.51,6.13,0.77,50.55,1782.4,1.53,114.13,105.7,0,3.83,0,0,3.83,0.77,0,48.26,6.13,0,23.74,0,0
120,1.96,0,5.88,0,23.52,1.96,3.92,207.74,1.96,1.96,0,41.16,7.84,0,11.76,0,1.96,0,39.2,0,0,21.56,3.92,1.96,43.12,1295.42,0,60.75,90.15,0,9.8,0,0,3.92,0,0,37.24,1.96,0,17.64,0,0
