stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,553.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,140.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,10.51,0,7.89,0,0,0,21.03,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,118.29,2.63,0,0,57.83,0,2.63,10.51,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,18.88,0,0,0,28.32,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,283.23,47.2,0,0,81.82,0,0,9.44,0,12.59,0,0,0,0,0,0,0,0
 14-21,0,0,1,2,54,8,0,16,0,1,0,4,6,1,0,0,0,0,0,0,0,17,0,0,21,204,13,1,4,6,0,8,3,12,3,3,30,87,0,0,3,0,0
 24-34,0,0,1.64,2.46,25.45,0,0,34.48,0,5.75,1.64,13.13,0,0,1.64,0,0.82,0,3.28,0,0,36.12,1.64,0,32.83,413.71,3.28,3.28,2.46,0,0,22.16,0,0,0.82,0,10.67,110.82,0,0,15.6,0,2.46
 36-46,0,0,0,0,10.47,0,0,52.37,1.61,0,3.22,19.34,0.81,0,0.81,0.81,0.81,0,0.81,0.81,0.81,45.92,1.61,0,13.7,425.39,7.25,2.42,4.03,0,0,17.72,1.61,0,1.61,0,0,118.43,0,0,12.89,0,4.83
 48-58,0,0,0,0,5.74,0,0,101.56,0.57,3.44,1.15,49.35,0,0.57,2.3,0.57,0.57,0,1.15,0,3.44,65.41,1.15,1.72,9.18,296.66,2.3,3.44,2.87,0,0.57,17.79,0.57,0,0,0.57,0,80.33,0,0,11.48,0,5.16
 60-70,0,0,0,0,4.91,0,0,154.1,0.98,3.93,1.96,38.28,0.98,0,0,4.91,0,0,1.96,0,0.98,81.47,1.96,1.96,7.85,310.16,0,1.96,6.87,0,0,17.67,0,0,0.98,0,0,47.11,0,0.98,7.85,1.96,5.89
 72-82,0,0,2.94,0,13.74,2.94,1.96,139.4,0,4.91,8.83,54.97,2.94,0,1.96,1.96,1.96,0.98,1.96,0,0,119.76,1.96,4.91,7.85,309.22,1.96,1.96,4.91,0,0.98,11.78,0,0,0.98,0,0,29.45,0.98,5.89,17.67,1.96,1.96
 84-94,0,0,1.06,0,21.24,5.31,0,108.33,1.06,5.31,7.43,37.17,6.37,3.19,1.06,16.99,3.19,2.12,0,0,4.25,71.16,2.12,3.19,10.62,150.81,2.12,3.19,10.62,0,1.06,42.48,0,0,3.19,0,0,21.24,0,3.19,14.87,2.12,2.12
 96-106,0,0,0,0,19.67,3.28,0,74.31,1.09,4.37,3.28,44.81,12.02,0,3.28,10.93,5.46,6.56,2.19,1.09,1.09,56.83,1.09,2.19,12.02,137.7,1.09,5.46,9.84,0,0,37.16,2.19,0,4.37,0,0,8.74,2.19,1.09,20.76,2.19,4.37
108-118,0,0,1.53,0,23.74,6.89,9.96,64.34,1.53,6.89,2.3,49.02,8.43,0,2.3,16.09,4.6,6.13,3.83,2.3,2.3,45.96,1.53,6.13,3.83,143.24,1.53,3.06,7.66,0,3.06,43.66,0,0,4.6,0.77,0,7.66,1.53,0.77,13.02,4.6,3.83
120,0,0,1.96,1.96,15.68,0,0,68.59,1.96,1.96,5.88,31.36,5.88,0,0,9.8,1.96,3.92,0,0,1.96,52.91,0,5.88,3.92,119.55,5.88,1.96,5.88,0,0,27.44,0,0,0,0,0,1.96,0,0,13.72,3.92,0
