stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,171.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,165.5,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.91,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.66,0,0,0,10.51,0,15.77,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.15,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.91,3.15,0,0,6.29,0,22.03,0,0,3.15,0,0,0,0,0,0,0
 14-21,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,2,0,2,15,0,0,0,1,0,627,0,1,1,2,3,0,0,1,0,0
 24-34,0,0,0,0,5.75,1.64,0,7.39,0,2.46,0,0.82,0.82,0,0,0.82,8.21,0,1.64,0.82,0,5.75,17.24,0,2.46,82.91,1.64,6.57,0.82,0,0,1429.11,0,0,0,1.64,8.21,0,0,0,0,0.82
 36-46,0,0,0,0,3.22,0,0,5.64,0.81,7.25,0,1.61,0.81,4.03,0,0,8.86,0,4.83,0.81,0,4.83,7.25,0,0.81,40.28,0,5.64,0,0,0,1424.42,0,0,0,0,7.25,0,0,0,0,0
 48-58,0,0,0,0,14.92,0,0,22.95,0.57,20.66,0,4.02,2.3,8.61,0.57,0,9.18,4.59,2.87,0.57,1.72,5.74,14.92,0,1.72,45.33,0,9.75,1.72,0,0,1373.69,0,0,0.57,0,8.61,0,0,0,0,0.57
 60-70,0,0,0,0,29.45,0,0,23.56,0,20.61,0.98,3.93,0,3.93,0,0,8.83,39.26,9.82,0,0,11.78,10.8,0,0,51.04,0.98,13.74,0,0,0,1147.4,0,0,0.98,0,4.91,0.98,0,0,0,0.98
 72-82,0,0,0,0,98.17,1.96,0,37.3,0,32.39,1.96,7.85,5.89,5.89,0,0.98,36.32,46.14,25.52,0.98,0,21.6,19.63,0.98,0.98,69.7,1.96,15.71,0,0,0,1393.96,0,0,0,0,2.94,7.85,0,2.94,2.94,1.96
 84-94,0,0,0,0,173.11,6.37,1.06,19.12,1.06,114.7,0,6.37,22.3,8.5,0,1.06,79.65,24.43,22.3,1.06,0,9.56,31.86,0,3.19,26.55,1.06,56.29,1.06,0,1.06,3781.92,0,0,0,0,3.19,26.55,0,0,0,2.12
 96-106,0,0,0,0,342.06,4.37,1.09,32.79,0,127.86,1.09,6.56,49.18,0,2.19,4.37,128.96,12.02,65.57,3.28,0,14.21,51.36,1.09,4.37,88.52,0,73.22,6.56,0,0,3964.85,0,0,0,0,2.19,89.61,1.09,4.37,2.19,3.28
108-118,0,0,0,0,355.41,3.83,0.77,16.85,0.77,255.07,3.06,7.66,67.4,0,0,3.06,167.75,15.32,64.34,2.3,0,15.32,73.53,0.77,3.83,81.19,0.77,56.68,1.53,0,0.77,4100.2,0,0,0,0,2.3,117.96,0,2.3,1.53,0.77
120,0,0,1.96,0,274.37,11.76,0,15.68,1.96,168.54,0,7.84,27.44,0,0,0,86.23,15.68,52.91,1.96,0,15.68,33.32,0,3.92,58.79,0,39.2,0,0,0,2341.94,1.96,0,0,0,1.96,43.12,0,0,0,1.96
