stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,52.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,42.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.29,7.89,0,0,26.29,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,6.29,0,3.15,0,18.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.14,3.15,0,0,141.61,0,0,3.15,3.15,34.62,0,0,3.15,0,0,0,0,0
 14-21,0,0,0,3,23,1,0,6,0,0,0,5,3,0,0,0,0,0,0,0,17,0,0,13,117,3,0,0,23,0,0,0,26,0,1,21,83,0,0,0,0,0
 24-34,0,0,0,0.82,22.98,1.64,0,63.21,0,4.1,1.64,13.95,1.64,0,0,0.82,0,0.82,0,0,25.45,1.64,0,21.34,1230.46,0.82,2.46,3.28,0,0,0.82,0,0,0,3.28,10.67,289.76,0,0,6.57,0,0.82
 36-46,0,0,0,0,12.89,0,0,163.55,3.22,1.61,4.83,89.43,0,0,0,0,1.61,0,0,0,45.12,0,4.03,16.11,2337.25,1.61,4.83,0,0,0,2.42,0,0,0,1.61,1.61,786.33,0,0,4.83,0,0
 48-58,0,0,0,0,9.75,0,0,264.52,3.44,5.74,1.15,167.55,0.57,1.72,0,0.57,2.3,0.57,0,0,65.41,0,6.31,13.2,840.05,2.3,3.44,1.72,0,0,1.15,0,0,0,3.44,0,469.95,0,1.15,9.18,0,0.57
 60-70,0,0,0,0,11.78,3.93,0,305.25,6.87,9.82,3.93,75.58,1.96,2.94,1.96,1.96,1.96,0.98,0,0.98,79.5,0.98,7.85,5.89,290.53,0.98,1.96,0.98,0,0.98,0.98,0,0,0.98,5.89,0,131.52,0,4.91,6.87,0.98,0.98
 72-82,0,0,0,0,15.71,3.93,0,189.46,3.93,3.93,3.93,60.86,3.93,0.98,2.94,0.98,3.93,0.98,0,0,121.73,1.96,6.87,10.8,205.17,1.96,1.96,3.93,0,2.94,0.98,0,0,0,0.98,0,20.61,0,4.91,28.47,3.93,2.94
 84-94,0,0,1.06,0,16.99,5.31,0,133.82,4.25,3.19,4.25,42.48,16.99,1.06,5.31,0,6.37,0,2.12,0,82.84,0,8.5,4.25,94.52,3.19,8.5,3.19,0,1.06,0,0,0,1.06,4.25,0,29.74,0,3.19,11.68,5.31,2.12
 96-106,0,0,0,0,28.41,4.37,0,98.36,2.19,5.46,5.46,40.44,4.37,5.46,7.65,1.09,12.02,5.46,3.28,0,84.15,0,3.28,16.39,88.52,0,3.28,1.09,1.09,3.28,1.09,0,0,0,3.28,0,13.11,1.09,3.28,17.49,6.56,4.37
108-118,0,0,0,0,21.45,0.77,0.77,86.55,3.83,6.89,3.06,26.81,4.6,3.06,8.43,3.06,18.38,1.53,3.83,1.53,61.28,1.53,3.83,9.19,90.38,0.77,6.89,9.19,0,3.83,0.77,0,0,0,11.49,0,4.6,2.3,1.53,13.79,4.6,6.13
120,0,0,0,0,31.36,3.92,0,84.27,3.92,5.88,1.96,29.4,9.8,1.96,3.92,1.96,7.84,1.96,3.92,0,60.75,0,7.84,13.72,96.03,0,9.8,1.96,0,1.96,3.92,0,0,0,5.88,0,1.96,0,3.92,11.76,3.92,1.96
