stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,843.39,13678.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593.01,0,0,0,0,0,0,0,0,0,0,0
  5-6,747.82,9500.93,0,18.39,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,220.67,18.39,0,0,79.69,0,140.98,0,0,0,0,0,0,0,0,0,0,0
  7-9,134.06,120.92,0,239.21,0,0,0,344.36,0,0,0,0,128.81,0,0,0,0,0,0,0,0,0,0,0,3367.38,126.18,0,0,1393.22,0,0,47.32,0,0,0,0,0,0,0,0,0,0
 10-12,0,116.44,0,138.47,0,18.88,0,270.64,0,0,0,0,47.2,0,0,0,0,0,0,0,0,0,0,0,2290.99,62.94,0,0,843.39,0,3.15,22.03,3.15,84.97,0,9.44,0,0,0,0,0,0
 14-21,0,0,0,12,147,56,0,79,0,0,28,1,2,2,0,4,1,0,0,1,100,0,0,74,1213,15,10,14,43,0,11,4,203,18,3,173,392,0,0,10,0,2
 24-34,0.82,0,0,2.46,23.8,13.13,0,177.3,0.82,0,32.83,1.64,0.82,2.46,0.82,4.1,3.28,6.57,1.64,0,119.02,2.46,0.82,66.49,1472.62,4.93,13.13,9.03,0,0,28.73,0,0.82,5.75,0,16.42,344.76,0,0,20.52,0,0.82
 36-46,0,0,0.81,0,10.47,1.61,0,348.05,0,1.61,29,2.42,0,0.81,0.81,2.42,0.81,0.81,0.81,0.81,100.71,0.81,4.83,28.2,1067.51,0.81,9.67,4.83,0,0,8.06,0.81,0,0.81,0,0,259.43,0,0,5.64,0,1.61
 48-58,0,0,0,0,9.18,4.02,0,526.18,1.15,3.44,45.9,0.57,0,1.72,2.3,0,2.3,2.87,1.15,1.72,144.6,1.15,4.02,21.8,674.22,1.72,5.74,4.59,0,0.57,8.03,0,0.57,1.72,0,0,144.03,0,1.15,11.48,0,1.72
 60-70,0,0,0.98,0,8.83,1.96,0,550.63,0.98,0.98,55.95,0,0,2.94,2.94,0.98,0,0.98,0.98,0,118.76,0.98,8.83,22.58,502.54,1.96,4.91,6.87,0,1.96,9.82,0,0,2.94,0,0,65.76,1.96,0.98,8.83,1.96,1.96
 72-82,0,0,1.96,0,14.72,13.74,0,251.31,1.96,1.96,66.75,5.89,0,0.98,6.87,0.98,1.96,1.96,0.98,0.98,155.1,0.98,5.89,23.56,326.89,0.98,11.78,1.96,0,1.96,4.91,0,0,1.96,0,0,18.65,0.98,0.98,27.49,2.94,1.96
 84-94,0,0,1.06,1.06,12.74,9.56,0,194.35,4.25,3.19,37.17,7.43,1.06,2.12,18.05,6.37,1.06,3.19,1.06,1.06,123.2,1.06,13.81,23.36,228.34,3.19,8.5,5.31,0,2.12,15.93,0,0,4.25,0,0,10.62,2.12,2.12,12.74,3.19,1.06
 96-106,0,0,1.09,0,25.14,9.84,1.09,114.75,0,1.09,52.46,9.84,0,1.09,25.14,6.56,0,1.09,4.37,1.09,83.06,3.28,2.19,19.67,161.74,3.28,9.84,6.56,0,0,24.04,0,0,3.28,1.09,0,6.56,1.09,1.09,17.49,4.37,1.09
108-118,0,0,0,0.77,25.28,11.49,1.53,119.49,5.36,2.3,36,3.06,0,0.77,14.55,6.89,1.53,2.3,1.53,0,59.75,0.77,3.83,18.38,202.21,0.77,6.89,3.83,0,0.77,16.85,0,0,2.3,0,0,3.83,0.77,0,19.92,0.77,3.06
120,0,0,0,0,19.6,13.72,1.96,84.27,3.92,1.96,29.4,11.76,0,0,27.44,0,0,1.96,5.88,0,47.03,1.96,0,17.64,160.7,0,7.84,5.88,0,0,13.72,0,0,3.92,0,0,3.92,1.96,0,21.56,1.96,0
