stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,105.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,55.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.47,0,0,0,25.18,0,0,0,0,0,0,22.03,0,0,0,0,0,0
 14-21,0,0,4,3,42,4,0,11,0,0,0,4,0,2,0,0,0,0,0,0,16,0,0,18,92,7,4,2,1,0,3,0,34,2,327,1025,39,0,0,2,0,0
 24-34,0,0,0.82,0.82,68.95,0,0,66.49,1.64,7.39,4.1,4.1,7.39,6.57,0,0,2.46,2.46,0,1.64,131.34,0,1.64,57.46,214.24,15.6,4.93,5.75,0,1.64,9.03,0,0,18.06,85.37,201.11,80.44,0,0,1.64,0,0.82
 36-46,0,0,0,0,42.7,0,0,66.06,8.06,9.67,20.14,1.61,6.45,7.25,0,0,0,0.81,3.22,0,190.14,0,5.64,68.48,307.77,29,4.03,4.03,0,0,8.86,0,0,15.31,21.75,6.45,99.1,0,0,12.09,0,1.61
 48-58,0,0,0,0,48.77,1.15,0,430.93,15.49,12.62,22.38,15.49,2.87,2.3,0,0,0,2.3,0.57,0.57,322.48,0.57,10.33,78.61,401.66,27.54,0,0.57,0,1.72,2.87,0,0,11.48,16.07,0,86.07,0,2.87,3.44,0,2.87
 60-70,0,0,0.98,0,54.97,4.91,0,1326.04,21.59,34.35,18.65,22.58,2.94,3.93,0.98,0.98,5.89,3.93,0,0,407.33,0,16.69,53.98,752.83,6.87,1.96,1.96,0,5.89,11.78,0,0,13.74,9.82,0,106,0,20.61,5.89,6.87,0.98
 72-82,0,0,1.96,0,93.26,3.93,0,1656.06,17.67,25.52,31.41,76.57,2.94,1.96,0,3.93,7.85,5.89,0,0.98,512.43,1.96,10.8,41.23,897.24,8.83,4.91,6.87,0,1.96,5.89,0,0.98,13.74,6.87,0,65.77,1.96,29.45,21.6,30.43,1.96
 84-94,0,0,1.06,0,146.56,1.06,0,1087.53,28.68,31.86,19.12,90.27,5.31,5.31,3.19,11.68,10.62,0,1.06,0,348.35,1.06,20.18,32.92,539.52,10.62,3.19,8.5,0,3.19,12.74,0,0,27.61,7.43,0,41.42,3.19,30.8,22.3,35.05,2.12
 96-106,0,0,4.37,0,159.56,3.28,0,702.7,42.62,26.23,14.21,71.04,6.56,4.37,1.09,4.37,13.11,2.19,3.28,0,298.35,1.09,13.11,27.32,356.27,4.37,6.56,6.56,0,7.65,10.93,2.19,0,18.58,10.93,0,26.23,0,17.49,15.3,31.69,0
108-118,0,0,0.77,0,174.64,2.3,1.53,628.86,28.34,46.72,15.32,76.6,3.06,2.3,2.3,10.72,34.47,3.06,3.06,0,262.73,1.53,9.96,32.94,445.79,3.83,3.06,6.13,0,3.06,10.72,0,0,19.15,9.96,0,15.32,3.83,3.83,17.62,19.92,0.77
120,0,0,3.92,0,201.86,0,1.96,693.76,37.24,54.87,11.76,137.18,3.92,3.92,5.88,3.92,25.48,0,3.92,0,313.57,3.92,5.88,54.87,1032.81,7.84,3.92,5.88,1.96,3.92,9.8,0,0,13.72,1.96,0,13.72,1.96,17.64,15.68,23.52,1.96
