stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,632.54,14153.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632.54,0,0,0,0,0,0,0,0,0,0,0
  5-6,594.57,6546.45,0,12.26,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,153.24,12.26,0,0,42.91,0,202.28,0,0,0,0,0,0,0,0,0,0,0
  7-9,73.6,65.72,0,99.89,0,0,0,228.7,0,0,0,0,0,115.66,0,0,0,0,0,0,0,0,0,0,0,1700.78,97.26,0,0,617.75,0,15.77,7.89,0,2.63,0,0,0,0,0,0,0,0
 10-12,3.15,66.09,0,81.82,0,9.44,0,201.41,0,0,0,0,0,40.91,0,0,0,0,0,0,0,0,0,0,0,1469.63,81.82,0,0,597.92,0,6.29,3.15,6.29,72.38,0,3.15,3.15,0,0,0,0,0
 14-21,0,0,2,6,130,43,0,45,0,1,0,17,5,3,1,0,3,0,0,2,5,52,0,0,34,614,12,5,9,13,0,15,2,75,17,3,128,265,0,0,8,0,1
 24-34,0,0.82,3.28,2.46,34.48,1.64,0,110.82,0,2.46,1.64,20.52,0.82,0,1.64,1.64,4.1,1.64,0.82,0.82,6.57,71.41,0.82,0,36.94,1059.73,4.1,13.95,9.03,0,0,17.24,0,0,4.1,0.82,20.52,270.06,0,0,17.24,0,2.46
 36-46,0,0,0.81,0,16.92,0,0,302.93,2.42,3.22,5.64,54.79,0.81,0,0.81,1.61,1.61,2.42,1.61,1.61,4.03,110.38,0.81,1.61,29,1718.49,7.25,18.53,7.25,0,0.81,17.72,0,0,0,1.61,0,373.83,0,0,16.92,0,4.83
 48-58,0,0,0,0,14.92,1.15,0,479.7,2.3,4.02,6.31,94.68,1.72,0,2.3,1.72,2.3,5.16,1.72,2.3,5.16,154.35,0.57,5.16,22.95,1456.89,1.72,12.62,5.16,0,1.15,19.51,0,0,1.72,0.57,0,265.1,0,1.15,6.89,0.57,4.02
 60-70,0,0,0.98,0,20.61,3.93,0,861.78,4.91,3.93,3.93,110.91,4.91,0,0.98,6.87,3.93,5.89,3.93,1.96,0.98,224.77,0.98,9.82,20.61,1756.92,1.96,17.67,5.89,0,0,18.65,0,0,1.96,0.98,0,210.05,0,5.89,17.67,1.96,3.93
 72-82,0,0,2.94,0,21.6,7.85,0.98,543.84,0,3.93,6.87,84.42,4.91,0,3.93,9.82,6.87,2.94,5.89,1.96,0,209.09,2.94,5.89,18.65,956.14,1.96,17.67,9.82,0,0.98,22.58,0,0,0,0,0,64.79,2.94,4.91,23.56,4.91,4.91
 84-94,0,0,6.37,0,54.16,9.56,0,335.6,3.19,8.5,4.25,66.91,9.56,1.06,1.06,19.12,9.56,6.37,4.25,1.06,3.19,142.31,5.31,14.87,18.05,465.17,3.19,15.93,14.87,0,2.12,48.85,0,0,2.12,0,0,35.05,5.31,5.31,19.12,5.31,5.31
 96-106,0,0,2.19,0,43.71,5.46,1.09,212.01,1.09,7.65,6.56,60.11,12.02,0,2.19,13.11,9.84,4.37,8.74,2.19,3.28,99.45,5.46,5.46,22.95,380.31,4.37,16.39,14.21,0,1.09,52.46,0,0,4.37,0,0,15.3,6.56,2.19,12.02,6.56,2.19
108-118,0,0,0.77,0,65.11,6.89,8.43,148.6,1.53,13.79,2.3,42.89,8.43,0,1.53,17.62,3.83,6.89,6.13,3.83,2.3,78.13,1.53,1.53,17.62,409.79,1.53,9.96,6.89,0.77,1.53,34.47,0,0,1.53,0.77,0,11.49,4.6,2.3,8.43,4.6,6.89
120,0,0,1.96,0,27.44,3.92,1.96,99.95,0,3.92,0,23.52,11.76,0,3.92,7.84,3.92,0,1.96,0,1.96,60.75,1.96,3.92,5.88,313.57,7.84,13.72,7.84,0,0,25.48,0,0,1.96,0,0,9.8,5.88,1.96,7.84,1.96,1.96
