stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,158.14,1370.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.07,0,0,0,0,0,0,0,0,0,0
  5-6,36.78,570.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,12.26,0,0,6.13,0,18.39,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,2.63,0,0,0,5.26,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,113.03,5.26,0,0,18.4,0,13.14,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,0,0,0,0,3.15,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,31.47,3.15,0,0,12.59,0,18.88,3.15,0,6.29,0,0,0,0,0,0,0
 14-21,0,0,0,0,46,1,0,2,0,0,0,1,1,0,0,0,3,0,0,0,0,9,1,0,3,15,0,0,2,0,0,99,0,2,0,3,9,0,0,0,0,0
 24-34,0,0,0,0,99.32,0,0,2.46,0,8.21,0,1.64,1.64,0,0.82,6.57,13.95,0,1.64,0.82,0,9.85,5.75,0,3.28,36.94,0.82,1.64,0.82,0,0,229.02,0,0,3.28,0.82,9.03,0,0,2.46,0,1.64
 36-46,0,0,0,0.81,51.56,0,0,5.64,0,8.86,0,0.81,3.22,0,0,4.83,9.67,0,1.61,0,0,1.61,1.61,0,3.22,20.14,0,0.81,0.81,0,0,161.94,0,0,1.61,0,4.83,0,0,0.81,0,1.61
 48-58,0,0,0,0,35.58,0,0,10.9,0,12.05,0,0.57,2.3,0,0,5.16,5.74,0,0.57,1.15,1.15,5.74,1.15,1.72,2.87,28.12,0,0.57,0,0,0,109.02,0,0,0.57,0,3.44,0,0,2.87,0,7.46
 60-70,0,0,0,0,53.98,0,0,7.85,0,18.65,0,0.98,11.78,0,0,8.83,2.94,0.98,0,0.98,0,11.78,0.98,0.98,1.96,11.78,0,0,0.98,0,0,89.32,0,0,3.93,0,0.98,1.96,0,0.98,0.98,5.89
 72-82,0,0,0.98,0,58.9,0.98,0,7.85,0,15.71,0,12.76,29.45,0,0,10.8,8.83,0.98,2.94,1.96,0.98,26.5,5.89,2.94,4.91,28.47,0,1.96,1.96,0,0,80.5,0,0,0.98,0,0,1.96,0,3.93,0.98,7.85
 84-94,0,0,0,0,98.77,2.12,0,10.62,0,28.68,0,3.19,39.3,0,0,20.18,15.93,3.19,0,4.25,0,18.05,7.43,1.06,2.12,8.5,0,2.12,0,0,1.06,245.33,0,0,2.12,0,1.06,8.5,0,4.25,0,4.25
 96-106,0,0,0,0,83.06,5.46,0,12.02,1.09,16.39,1.09,1.09,42.62,0,2.19,27.32,26.23,1.09,4.37,3.28,2.19,15.3,4.37,4.37,1.09,33.88,0,5.46,2.19,0,0,199.99,0,0,1.09,0,1.09,6.56,0,4.37,2.19,6.56
108-118,0,0,0.77,0.77,118.72,0.77,4.6,13.79,0,27.57,0.77,9.19,45.96,0,1.53,31.4,16.85,5.36,3.83,3.83,0,23.74,4.6,1.53,3.06,19.92,0.77,6.89,0.77,0,0,174.64,0,0,0.77,0,0.77,10.72,0.77,5.36,0.77,4.6
120,0,0,0,0,137.18,7.84,0,5.88,0,31.36,3.92,5.88,56.83,0,0,29.4,19.6,0,7.84,5.88,0,13.72,9.8,1.96,3.92,31.36,0,0,0,0,0,139.14,0,0,3.92,0,1.96,5.88,0,1.96,1.96,3.92
