stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,9,9,197,36,0,247,0,1,0,32,1,1,2,1,4,0,0,0,0,54,0,0,47,1311,5,25,8,22,0,0,1,136,5,36,130,448,0,0,3,0,0
 24-34,0,13.95,2.46,30.37,0.82,0,594.3,0,0,7.39,28.73,0.82,0,5.75,1.64,0,0,2.46,1.64,1.64,109.99,0,0,68.95,3454.16,0.82,43.51,18.06,0,0,5.75,0,0,4.1,14.78,69.77,590.2,0,0,32.01,0,0
 36-46,0,8.86,0.81,24.98,4.03,0,2060.9,3.22,2.42,20.14,42.7,1.61,0,4.83,4.83,0.81,0,0.81,0.81,3.22,288.43,0,2.42,74.12,7261.5,7.25,31.42,21.75,0,0,16.92,0,0,3.22,11.28,3.22,1393.81,0,0.81,24.17,0,1.61
 48-58,0.57,7.46,0,32.13,2.3,0,2657.29,4.02,4.02,12.62,112.47,0.57,0.57,2.3,1.72,1.15,4.59,4.02,2.3,4.59,311,1.15,8.61,57.38,6436.37,2.87,18.36,5.74,0,0.57,10.33,0,0,1.72,5.16,0,1549.27,0,0,15.49,0,8.03
 60-70,0,2.94,0.98,15.7,0,0,2018.99,3.93,1.96,9.82,73.61,1.96,0.98,2.94,0.98,0,0.98,0,0,1.96,201.21,0,4.91,32.39,4346.18,0,4.91,0.98,0,0,13.74,0,0,0.98,1.96,0,960.91,0,5.89,7.85,0.98,3.93
 72-82,0,21.6,0,26.5,5.89,0.98,1008.17,1.96,0.98,13.74,79.51,3.93,0,0.98,2.94,1.96,4.91,0,0.98,0,188.48,0,5.89,25.52,2813.44,0.98,6.87,2.94,0,0.98,2.94,0,0,1.96,0,0,463.34,0.98,3.93,14.72,6.87,2.94
 84-94,0,21.24,0,47.79,6.37,0,893.17,1.06,2.12,15.93,74.34,5.31,0,2.12,3.19,3.19,6.37,1.06,0,2.12,134.88,0,3.19,25.49,1682.27,0,5.31,6.37,0,1.06,9.56,0,0,0,0,0,301.62,1.06,7.43,4.25,4.25,1.06
 96-106,0,24.04,0,42.62,5.46,0,534.4,1.09,3.28,6.56,52.46,6.56,0,4.37,3.28,1.09,1.09,2.19,1.09,2.19,116.93,2.19,6.56,16.39,1219.62,0,5.46,1.09,0,2.19,21.86,0,0,0,0,0,131.14,1.09,2.19,4.37,7.65,3.28
108-118,0,17.62,0,18.38,3.06,0.77,387.58,1.53,2.3,8.43,30.64,4.6,0,0.77,0.77,1.53,1.53,0,0.77,0.77,70.47,0.77,1.53,6.89,1463.76,0.77,9.19,0.77,0,0,0.77,0,0,0,0,0,74.3,0,1.53,3.83,3.06,0
120,0,11.76,0,33.32,1.96,1.96,431.15,0,3.92,1.96,27.44,1.96,0,0,0,0,0,0,0,0,74.47,0,5.88,7.84,1281.7,1.96,5.88,0,0,1.96,1.96,0,0,7.84,0,0,68.59,0,0,3.92,1.96,3.92
