stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,1,2,52,14,0,26,0,1,0,9,4,0,1,0,2,0,0,1,0,27,0,0,25,346,6,0,6,10,0,13,1,45,0,1,63,137,0,0,5,0,3
 24-34,0,0,4.93,32.83,9.85,0,118.2,0,2.46,2.46,7.39,1.64,0,1.64,1.64,4.1,0.82,1.64,1.64,1.64,85.37,0.82,0.82,38.58,840.56,2.46,4.1,14.78,0,0.82,35.3,0,1.64,4.1,2.46,10.67,187.98,0,0,20.52,0,2.46
 36-46,0,0,0.81,10.47,2.42,0,135.35,1.61,4.83,3.22,24.98,0,0,0.81,3.22,4.83,2.42,0,1.61,1.61,70.9,1.61,0.81,16.11,571.22,4.83,5.64,5.64,0,0,20.95,0,0.81,0.81,0,0,123.27,0,0,7.25,0,4.03
 48-58,0.57,0,0,13.2,1.15,0,143.45,1.15,4.02,0.57,25.82,0.57,0.57,1.15,2.87,1.72,1.72,1.15,1.72,1.72,49.35,2.3,0,12.05,288.62,2.3,2.3,2.3,0,1.15,14.35,0,0.57,2.3,0,0,47.63,0,0,4.59,0,2.3
 60-70,0,0.98,0,11.78,3.93,0,161.95,0.98,6.87,5.89,43.19,1.96,0,0.98,7.85,4.91,3.93,1.96,1.96,1.96,75.58,1.96,3.93,9.82,317.03,2.94,1.96,2.94,0,0,37.3,0,0,0,0.98,0,42.21,0,1.96,6.87,0,0
 72-82,0,0,0,7.85,2.94,0,107.98,0,1.96,2.94,24.54,2.94,0.98,0.98,0.98,3.93,5.89,0.98,0,1.96,57.92,0,1.96,5.89,145.29,0,2.94,7.85,0,0,10.8,0,0,0.98,0,0,15.71,1.96,1.96,8.83,0,0.98
 84-94,0,0,0,14.87,2.12,1.06,60.54,2.12,3.19,4.25,21.24,5.31,0,0,9.56,3.19,1.06,1.06,2.12,1.06,55.23,1.06,2.12,9.56,105.14,1.06,1.06,4.25,0,0,40.36,0,0,2.12,0,0,8.5,1.06,1.06,10.62,2.12,2.12
 96-106,0,0,0,10.93,1.09,1.09,44.81,0,2.19,3.28,22.95,8.74,0,0,10.93,2.19,3.28,3.28,1.09,2.19,39.34,0,0,9.84,62.29,0,1.09,6.56,0,0,41.53,0,0,2.19,1.09,0,1.09,2.19,0,7.65,1.09,1.09
108-118,0,0,0,21.45,3.83,5.36,55.92,0.77,3.83,6.13,28.34,9.96,0,1.53,14.55,3.83,1.53,1.53,5.36,2.3,42.89,1.53,1.53,9.96,124.09,5.36,4.6,5.36,0,2.3,31.4,0,0,1.53,0,0,3.83,0,0.77,12.26,0,1.53
120,0,1.96,0,64.67,27.44,1.96,84.27,1.96,7.84,13.72,52.91,11.76,0,0,48.99,7.84,1.96,3.92,19.6,0,133.27,3.92,5.88,33.32,266.53,17.64,3.92,11.76,0,1.96,64.67,0,0,11.76,1.96,0,5.88,3.92,5.88,43.12,0,1.96
