stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,65.89,764.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,447.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,18.39,0,12.26,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,15.77,0,21.03,0,0,0,73.6,0,0,0,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,365.39,13.14,0,0,202.41,0,5.26,5.26,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,12.59,0,0,0,50.35,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,506.66,3.15,0,0,191.97,0,0,0,3.15,25.18,0,0,0,0,0,0,0
 14-21,0,0,0,2,20,5,0,11,0,0,0,12,2,0,0,0,0,0,0,0,0,14,0,0,14,215,3,1,1,6,0,5,0,23,3,0,9,77,0,1,0,0
 24-34,0,0,0,1.64,11.49,3.28,0,40.22,0,0,0.82,19.7,1.64,0.82,0.82,0,0.82,0.82,2.46,0,0,45.97,0,0,10.67,431.77,2.46,0.82,2.46,0,0,13.13,0,0,0.82,0,2.46,89.47,0,8.21,0,0
 36-46,0,0,0,0,5.64,0,0,95.07,0.81,0,1.61,11.28,0,0,0.81,0.81,0,0,0.81,0,0,39.48,0,0.81,10.47,207.06,3.22,0.81,0.81,0,0,3.22,0,0,0.81,0,0,45.12,0,2.42,0,0
 48-58,0,0,0,0,3.44,0.57,0,62.54,0,0,1.15,12.05,1.15,0,0.57,0,0,0.57,0.57,0,0.57,33.28,0,1.15,4.59,60.25,0.57,1.15,0.57,0,0,1.72,0,0,0,0,0,14.35,0,5.74,0,1.72
 60-70,0,0,0,0,4.91,0,0,50.06,0,0.98,2.94,15.7,0.98,0,1.96,1.96,0,0,0,0,0,42.21,0,2.94,7.85,40.24,0,0,0.98,0,0,3.93,0,0,0.98,0,0,5.89,0.98,0.98,0,0
 72-82,0,0,0,0,5.89,0,0,30.43,0,0.98,0.98,13.74,0,0,0,1.96,0,0.98,3.93,0,0,61.84,0.98,2.94,5.89,37.3,0,2.94,0.98,0,1.96,4.91,0,0,0.98,0,0,3.93,0,7.85,0.98,1.96
 84-94,0,0,1.06,0,13.81,2.12,0,13.81,0,1.06,3.19,10.62,1.06,0,0,4.25,0,0,0,0,1.06,42.48,0,3.19,8.5,29.74,2.12,1.06,1.06,0,0,13.81,0,0,1.06,0,0,5.31,1.06,1.06,3.19,2.12
 96-106,0,0,0,0,9.84,4.37,0,12.02,0,0,2.19,20.76,3.28,0,1.09,2.19,1.09,2.19,2.19,1.09,0,32.79,0,1.09,1.09,34.97,0,1.09,2.19,0,1.09,13.11,0,0,1.09,1.09,0,0,2.19,0,2.19,3.28
108-118,0,0,0,0,11.49,1.53,0.77,22.98,0,2.3,4.6,13.79,1.53,0,0,6.13,1.53,4.6,0.77,1.53,0.77,49.02,0.77,1.53,11.49,42.89,0.77,0.77,6.89,0,0.77,11.49,0,0,0,0.77,0,1.53,3.06,3.83,0,3.06
120,0,0,1.96,0,17.64,3.92,0,9.8,0,7.84,1.96,15.68,0,0,0,9.8,3.92,1.96,3.92,0,0,48.99,0,1.96,0,43.12,1.96,1.96,3.92,0,0,9.8,0,0,1.96,0,0,1.96,1.96,5.88,1.96,0
