stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,52.71,737.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,42.91,521.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,12.26,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,23.66,0,26.29,0,2.63,0,26.29,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,336.48,10.51,0,0,168.24,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,72.38,0,0,0,15.73,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,399.67,47.2,0,0,324.14,0,9.44,0,47.2,0,6.29,3.15,0,0,0,0,0
 14-21,0,0,1,10,112,17,0,25,0,0,0,8,7,1,0,0,0,0,0,0,0,59,0,0,37,199,9,0,4,18,0,13,84,4,0,85,124,0,0,4,0,0
 24-34,0,0,0.82,4.1,32.01,1.64,0,28.73,0,1.64,0.82,10.67,4.1,0.82,4.1,0,4.93,0,2.46,1.64,0.82,64.85,0.82,0,39.4,225.74,7.39,3.28,11.49,0,0,40.22,0.82,8.21,0.82,13.13,82.09,0,0,37.76,0,2.46
 36-46,0,0,0,0.81,12.09,1.61,0,21.75,0.81,3.22,3.22,18.53,1.61,0,0,0.81,0.81,1.61,3.22,0.81,1.61,84.6,0.81,1.61,31.42,138.58,3.22,2.42,4.03,0,0,20.95,0,0.81,1.61,0,44.31,0,0,20.14,0,3.22
 48-58,0,0,0.57,0,9.18,0,0,20.66,1.15,2.3,2.87,20.66,0.57,0.57,2.3,2.3,0.57,1.15,2.3,0.57,2.87,126.24,1.15,1.72,14.92,103.28,1.15,1.72,4.59,0,0,15.49,0,1.15,0,0,30.41,0,0,13.77,0,3.44
 60-70,0,0,0,0,15.7,2.94,0,26.5,0,1.96,5.89,56.93,0.98,0,0,4.91,1.96,2.94,1.96,0.98,0,196.3,1.96,0.98,16.69,122.69,0.98,0.98,6.87,0,3.93,11.78,0,0.98,0.98,0,14.72,0,1.96,8.83,0,3.93
 72-82,0,0,0.98,0,17.67,21.6,0,36.32,0.98,4.91,7.85,81.48,4.91,0,4.91,5.89,1.96,3.93,4.91,0.98,1.96,242.47,5.89,5.89,21.6,174.74,0,4.91,10.8,0,0,10.8,0,1.96,0,0,13.74,3.93,7.85,23.56,4.91,0
 84-94,0,0,0,0,26.55,14.87,0,44.61,3.19,12.74,10.62,38.23,3.19,1.06,3.19,7.43,7.43,4.25,4.25,3.19,3.19,163.55,3.19,12.74,13.81,110.45,3.19,1.06,8.5,0,2.12,33.99,0,3.19,2.12,0,8.5,1.06,1.06,14.87,4.25,5.31
 96-106,0,0,1.09,0,24.04,19.67,2.19,34.97,3.28,7.65,6.56,38.25,6.56,0,2.19,10.93,2.19,2.19,1.09,1.09,1.09,108.19,1.09,6.56,13.11,110.38,0,14.21,4.37,0,1.09,37.16,0,2.19,1.09,0,4.37,2.19,3.28,28.41,4.37,6.56
108-118,0,0,0.77,0,38.3,11.49,3.83,34.47,3.83,10.72,9.96,36,12.26,0,0.77,6.13,3.83,5.36,4.6,2.3,3.06,97.28,1.53,2.3,15.32,104.17,4.6,2.3,17.62,0,1.53,24.51,0,1.53,0,0,3.06,2.3,0.77,14.55,5.36,4.6
120,0,0,1.96,0,33.32,9.8,0,23.52,1.96,3.92,5.88,27.44,9.8,0,0,27.44,15.68,11.76,1.96,0,0,109.75,0,7.84,25.48,113.67,3.92,0,11.76,0,0,37.24,1.96,3.92,0,0,7.84,5.88,0,21.56,1.96,3.92
