stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,355.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,0,0,0,0,0,0,0,0,0,0,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,13.14,10.51,0,0,7.89,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,6.29,0,0,0,0,0,28.32,0,0,0,0,0,0,0,0,0,0,0,25.18,25.18,0,0,6.29,0,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,1,11,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10,12,1,0,0,2,1,2,5,0,1,7,0,0,5,0,0
 24-34,0,0,0.82,0,3.28,0,0,3.28,0,0.82,0,0,0,0,0.82,0,0.82,0,0,0.82,0,2.46,0.82,0,4.93,20.52,18.06,2.46,0,0,13.95,0,0,9.85,0.82,0.82,5.75,0,0,6.57,0,0
 36-46,0,0,0,0,1.61,0,0,0.81,0,0,0.81,1.61,1.61,0,0,1.61,0.81,0.81,0,0,0.81,13.7,0.81,0,4.03,38.67,10.47,1.61,0.81,0,13.7,0,0,10.47,0,0,9.67,0,0,3.22,0,0
 48-58,0,0,0,0,0.57,0,0,6.89,0.57,0,0.57,2.3,0,0,0,0.57,0,0,0.57,0.57,0.57,6.89,0.57,0.57,1.15,17.79,11.48,2.87,0.57,0,9.75,0,0,2.87,0,0,3.44,0,0,0.57,0,0.57
 60-70,0,0,0,0,0.98,0,0,13.74,0,0.98,0,6.87,0.98,0,0,2.94,0.98,0,0,0,0,21.59,0.98,0,0.98,28.46,12.76,3.93,0.98,0,12.76,0,0,0.98,0,0,4.91,0,0.98,1.96,0,0
 72-82,0,0,0,0,3.93,1.96,0,26.5,0,1.96,0.98,8.83,2.94,0,0.98,1.96,2.94,0.98,0,1.96,0,28.47,0,0.98,1.96,26.5,4.91,7.85,0.98,0,16.69,0,0,1.96,0,0,5.89,0,0,0.98,0.98,0.98
 84-94,0,0,3.19,0,6.37,1.06,0,18.05,0,1.06,0,0,1.06,0,1.06,4.25,4.25,0,1.06,3.19,2.12,18.05,1.06,1.06,0,10.62,10.62,2.12,2.12,0,45.67,0,0,6.37,1.06,0,4.25,1.06,0,7.43,2.12,1.06
 96-106,0,0,2.19,0,9.84,2.19,1.09,14.21,1.09,2.19,4.37,6.56,4.37,0,2.19,6.56,1.09,1.09,3.28,1.09,2.19,16.39,2.19,2.19,0,19.67,10.93,4.37,1.09,0,71.04,0,0,3.28,1.09,0,2.19,0,1.09,7.65,1.09,1.09
108-118,0,0,0.77,0,13.79,0,1.53,3.06,0,1.53,0,5.36,4.6,0,0.77,10.72,4.6,3.83,2.3,3.06,2.3,21.45,1.53,0.77,0,13.02,6.89,2.3,2.3,0,32.94,0,0,1.53,1.53,0,0.77,1.53,1.53,5.36,0,2.3
120,0,0,0,0,7.84,0,0,7.84,0,1.96,3.92,0,5.88,0,0,3.92,9.8,0,3.92,3.92,0,7.84,1.96,3.92,5.88,5.88,21.56,1.96,0,0,31.36,0,0,1.96,0,0,1.96,1.96,0,3.92,0,0
