stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,342.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0
  5-6,0,128.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,2.63,0,10.51,0,0,0,0,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,44.69,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,6.29,0,0,0,18.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.5,9.44,0,0,66.09,0,0,0,12.59,0,6.29,0,0,0,0,0,0
 14-21,0,0,0,3,91,18,0,16,0,2,0,2,7,0,10,0,0,0,0,0,0,36,0,0,16,177,13,2,6,3,0,12,12,4,22,145,69,0,0,11,0,0
 24-34,0,0,0.82,3.28,73.06,3.28,0,20.52,0.82,18.88,0.82,8.21,1.64,0,5.75,0.82,0.82,0,3.28,0,6.57,83.73,0.82,0,38.58,443.26,10.67,3.28,12.31,0,0.82,36.12,0,2.46,4.93,53.36,152.68,0,0,32.83,0,4.1
 36-46,0,0,0,0.81,22.56,0,0,44.31,2.42,13.7,3.22,17.72,1.61,0,5.64,0,0.81,0,5.64,0,8.86,99.1,0,1.61,20.14,296.49,2.42,3.22,6.45,0,0.81,39.48,0,0.81,4.03,1.61,120.85,0,0,22.56,0,7.25
 48-58,0,0,0,0,20.08,0,0,134.84,1.15,12.62,9.75,51.64,0,0,5.16,0,0,2.87,5.16,0,4.59,122.22,1.15,1.15,26.4,209.44,4.02,1.15,6.31,0,0.57,21.8,0,1.15,3.44,0,64.84,0,1.15,17.79,0,5.16
 60-70,0,0,0,0,24.54,0.98,0,345.5,7.85,17.67,7.85,90.3,4.91,0,5.89,0,0.98,10.8,7.85,0,2.94,265.01,1.96,15.7,26.5,201.21,5.89,1.96,9.82,0,4.91,58.89,0,0,0.98,0,49.08,0,8.83,13.74,2.94,6.87
 72-82,0,0,1.96,0,48.1,0.98,0,261.12,1.96,7.85,12.76,96.2,15.71,0,5.89,1.96,4.91,1.96,12.76,0.98,5.89,351.43,0,9.82,28.47,149.21,0,1.96,21.6,0,1.96,67.73,0,0.98,2.94,0,23.56,0,10.8,41.23,9.82,2.94
 84-94,0,0,1.06,0,67.97,3.19,0,265.51,9.56,21.24,11.68,50.98,29.74,0,3.19,4.25,3.19,19.12,4.25,0,5.31,227.28,1.06,24.43,23.36,109.39,3.19,2.12,13.81,0,3.19,159.31,0,2.12,1.06,0,6.37,2.12,7.43,39.3,12.74,7.43
 96-106,0,0,1.09,0,81.96,3.28,1.09,186.88,6.56,25.14,9.84,49.18,19.67,0,3.28,3.28,5.46,29.51,7.65,3.28,4.37,205.46,4.37,15.3,17.49,103.82,1.09,3.28,24.04,0,4.37,244.8,0,2.19,0,0,9.84,3.28,9.84,44.81,9.84,5.46
108-118,0,0,0.77,1.53,65.87,3.06,0,151.66,6.13,39.06,9.19,49.79,27.57,0,2.3,2.3,13.79,43.66,6.89,0.77,6.89,172.34,2.3,12.26,20.68,114.89,2.3,2.3,23.74,0,1.53,148.6,0,2.3,1.53,0,2.3,2.3,0.77,32.94,7.66,5.36
120,0,0,0,1.96,68.59,5.88,0,133.27,11.76,23.52,3.92,48.99,25.48,0,3.92,0,11.76,9.8,1.96,0,0,101.91,5.88,11.76,33.32,119.55,0,0,11.76,0,1.96,158.74,1.96,1.96,0,0,5.88,1.96,5.88,31.36,9.8,3.92
