stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,65.89,434.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.78,0,0,0,0,0,0,0,0,0,0
  5-6,42.91,711.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,6.13,0,0,6.13,0,208.41,0,0,0,0,0,0,0,0,0,0
  7-9,18.4,15.77,0,18.4,0,0,0,39.43,0,0,0,0,0,31.54,0,0,0,0,0,0,0,0,0,0,0,331.22,18.4,0,0,120.92,0,10.51,2.63,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,40.91,0,0,0,37.76,0,0,0,0,0,25.18,0,0,0,0,0,3.15,0,0,0,0,0,264.35,12.59,0,0,91.26,0,3.15,0,0,18.88,0,0,0,0,0,0,0
 14-21,0,0,3,11,118,11,0,4,0,1,0,3,3,7,0,1,15,0,0,1,0,13,1,0,9,49,13,2,3,4,0,159,0,8,6,5,30,0,0,1,0,0
 24-34,0,0,1.64,3.28,43.51,1.64,0,13.95,0,8.21,0.82,2.46,3.28,1.64,0,3.28,27.91,0,4.93,1.64,0,17.24,11.49,0,10.67,133.8,8.21,12.31,2.46,0,0,371.85,0,0.82,11.49,1.64,47.61,0,0,9.85,0,0.82
 36-46,0,0,0.81,0,38.67,0.81,0,8.86,0.81,14.5,1.61,9.67,4.03,0,0.81,8.86,9.67,0,2.42,0,0,21.75,8.06,0,4.03,155.49,8.86,11.28,4.03,0,0,313.41,0,0,4.83,0,36.26,0,0,4.83,0,1.61
 48-58,0,0,0,0,30.99,3.44,0,18.36,0,12.62,2.87,8.03,2.3,3.44,1.15,6.31,2.87,0,1.72,0.57,0.57,21.23,9.18,1.15,2.87,75.17,3.44,5.16,2.3,0,0,143.45,0,0,1.15,0,18.36,0,0,6.31,0,1.15
 60-70,0,0,3.93,0,72.63,0.98,0,58.89,0,36.32,1.96,19.63,12.76,0.98,0.98,18.65,17.67,0.98,7.85,4.91,0,29.45,13.74,0,2.94,122.69,0,10.8,0.98,0,0.98,175.69,0,0,4.91,0,19.63,3.93,1.96,2.94,0,1.96
 72-82,0,0,4.91,0.98,75.59,11.78,1.96,59.88,0.98,15.71,2.94,19.63,21.6,2.94,0.98,19.63,22.58,0,11.78,0.98,0,67.73,12.76,1.96,3.93,96.2,0,6.87,3.93,0,0.98,172.77,0,0,4.91,0,5.89,9.82,1.96,5.89,0.98,0.98
 84-94,0,0,5.31,0,97.71,9.56,4.25,22.3,0,36.11,1.06,3.19,48.85,2.12,0,19.12,35.05,3.19,12.74,7.43,1.06,25.49,14.87,1.06,0,45.67,0,11.68,5.31,0,1.06,340.91,0,0,7.43,0,5.31,21.24,0,4.25,0,0
 96-106,0,0,4.37,0,135.51,8.74,7.65,33.88,1.09,33.88,0,19.67,84.15,0,0,25.14,27.32,1.09,12.02,6.56,0,38.25,20.76,3.28,4.37,57.92,1.09,8.74,4.37,0,2.19,424.02,0,0,5.46,0,3.28,33.88,2.19,6.56,1.09,3.28
108-118,0,0,3.06,0.77,184.6,9.19,40.6,30.64,0,58.98,2.3,13.79,126.38,0,0,39.06,35.23,1.53,11.49,14.55,0.77,35.23,17.62,1.53,1.53,80.43,0.77,4.6,6.13,0,0.77,340.09,0,0,8.43,0,2.3,57.45,1.53,6.13,0.77,2.3
120,0,0,3.92,0,233.21,5.88,7.84,33.32,1.96,60.75,0,11.76,94.07,0,0,39.2,31.36,0,13.72,21.56,1.96,25.48,17.64,1.96,7.84,78.39,0,7.84,9.8,0,0,393.92,0,0,1.96,0,1.96,23.52,1.96,7.84,1.96,1.96
