stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,2016.22,33313.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1541.82,0,0,0,0,0,0,0,0,0,0,0
  5-6,2500.89,31175.32,0,42.91,0,0,0,0,0,0,0,0,0,98.07,0,0,0,0,0,0,0,0,0,0,0,913.32,67.43,0,0,275.83,0,852.02,0,0,0,0,0,0,0,0,0,0,0
  7-9,439,436.37,0,696.61,0,2.63,0,1474.71,0,0,0,0,0,488.94,0,0,0,0,0,0,0,0,0,0,0,13855.95,486.31,0,0,4918.32,0,52.57,76.23,0,2.63,0,0,0,0,0,0,0,0
 10-12,6.29,261.2,0,440.58,0,31.47,0,918.92,0,0,0,0,0,132.17,0,0,0,0,0,3.15,0,0,0,0,3.15,7304.12,251.76,0,0,2766.19,0,28.32,72.38,18.88,239.17,0,15.73,15.73,0,0,0,0,0
 14-21,0,1,7,50,571,187,0,410,0,4,0,62,32,8,8,3,13,1,2,11,6,234,1,0,217,4037,143,20,43,92,0,59,18,462,39,66,668,1168,0,0,21,0,8
 24-34,0,0.82,5.75,15.6,137.08,25.45,0,714.14,3.28,13.13,10.67,105.07,4.93,0.82,7.39,8.21,23.8,3.28,11.49,15.6,22.98,383.34,2.46,0.82,169.1,4779.02,25.45,65.67,41.86,0,0,128.05,0.82,1.64,12.31,23.8,106.71,1104.05,0,0,103.43,0,23.8
 36-46,0,0,0.81,0,55.59,4.83,0,1011.92,8.06,3.22,8.86,147.44,6.45,0,11.28,9.67,4.03,12.89,16.11,5.64,15.31,346.44,1.61,8.06,99.9,4813.07,12.09,60.43,23.36,0,0.81,84.6,4.03,0.81,7.25,6.45,4.03,1108.6,0,0,62.84,0.81,29.81
 48-58,1.15,0,2.3,2.87,60.25,8.03,0,1525.17,13.2,14.92,19.51,296.08,4.02,6.31,13.2,9.18,4.02,11.48,12.62,8.61,12.62,485.44,6.31,14.35,102.71,4256.48,15.49,37.87,24.67,0,0.57,63.69,0.57,0.57,2.87,10.33,0,871.61,0,1.15,52.79,0.57,22.38
 60-70,0,0,1.96,1.96,54.97,6.87,0,2011.14,23.56,12.76,15.7,358.26,16.69,1.96,5.89,13.74,5.89,12.76,16.69,10.8,9.82,489.78,6.87,20.61,68.71,4289.25,12.76,32.39,30.43,0,1.96,64.78,0.98,0,2.94,7.85,0,563.39,0.98,3.93,40.24,6.87,23.56
 72-82,0,0,10.8,0,110.93,48.1,0.98,1976.09,11.78,10.8,32.39,427.02,25.52,1.96,16.69,23.56,9.82,13.74,37.3,6.87,9.82,681.27,11.78,33.38,104.06,3626.26,5.89,42.21,53.99,0,7.85,74.61,0,0,4.91,5.89,0,317.08,15.71,17.67,87.37,20.61,18.65
 84-94,0,0,9.56,1.06,150.81,43.54,7.43,1334.98,20.18,27.61,19.12,327.11,62.66,4.25,7.43,53.1,22.3,27.61,26.55,20.18,13.81,461.99,12.74,35.05,69.03,1857.5,15.93,47.79,58.41,0,6.37,248.52,0,0,8.5,10.62,0,163.55,25.49,21.24,78.59,16.99,21.24
 96-106,0,0,10.93,3.28,179.23,68.85,10.93,1039.3,20.76,27.32,16.39,336.6,62.29,0,18.58,74.31,34.97,27.32,44.81,15.3,8.74,457.9,9.84,14.21,80.87,1537.64,16.39,62.29,72.13,0,6.56,231.68,1.09,0,14.21,6.56,0,79.78,44.81,26.23,108.19,24.04,20.76
108-118,0,0,6.13,3.06,144,48.26,16.09,782.05,14.55,32.17,11.49,261.19,34.47,0,8.43,58.21,35.23,32.94,31.4,21.45,16.09,337.02,7.66,9.96,72.77,1870.48,16.09,65.11,67.4,0,9.19,173.11,1.53,0,6.13,9.19,0,59.75,47.49,6.89,81.19,13.79,24.51
120,0,0,5.88,3.92,139.14,56.83,3.92,552.66,13.72,27.44,9.8,223.42,47.03,0,11.76,48.99,17.64,15.68,17.64,17.64,1.96,246.93,5.88,9.8,54.87,1458.08,23.52,35.28,39.2,0,7.84,156.78,0,1.96,9.8,1.96,0,56.83,9.8,5.88,60.75,21.56,9.8
