stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,184.49,4454.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.07,0,0,0,0,0,0,0,0,0,0,0
  5-6,116.46,2016.65,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,110.33,12.26,0,0,30.65,0,55.17,0,0,0,0,0,0,0,0,0,0,0
  7-9,76.23,63.09,0,65.72,0,0,0,270.76,0,0,0,0,0,73.6,0,0,0,0,0,0,0,0,0,0,0,1629.8,52.57,0,0,725.52,0,5.26,18.4,0,0,0,0,0,0,0,0,0,0
 10-12,0,62.94,0,69.23,0,9.44,0,242.32,0,0,0,0,0,37.76,0,0,0,0,0,0,0,0,0,0,0,1595.51,69.23,0,0,878,0,0,22.03,3.15,62.94,0,12.59,0,0,0,0,0,0
 14-21,0,1,1,12,199,66,0,202,0,1,0,21,1,1,2,0,5,0,1,3,5,78,0,0,76,1244,30,0,15,25,0,9,5,235,3,23,348,313,0,0,7,0,3
 24-34,0,0,4.1,18.06,100.97,18.06,0,316.85,4.93,0.82,2.46,33.66,1.64,1.64,5.75,4.1,6.57,3.28,5.75,9.03,10.67,211.78,4.1,0,112.46,1677.83,13.13,9.03,22.16,0,0.82,57.46,0,4.1,11.49,7.39,129.7,424.38,0,0,42.68,0,16.42
 36-46,0,0,0,3.22,21.75,0.81,0,478.57,7.25,1.61,10.47,60.43,2.42,0,5.64,3.22,3.22,1.61,0,6.45,4.03,181.28,2.42,5.64,62.84,1178.69,6.45,11.28,12.89,0.81,0,40.28,3.22,2.42,4.83,6.45,4.03,298.1,0,0,13.7,0,3.22
 48-58,0,0,0,1.15,16.64,1.72,0,395.35,6.89,3.44,12.62,88.94,0.57,0,2.3,1.72,1.15,1.72,4.02,2.3,5.74,172.72,1.72,5.16,45.9,649.55,5.16,5.16,9.18,0,0.57,16.64,1.15,0,1.15,1.72,0,142.88,0,0.57,18.36,0,6.31
 60-70,0,0,0,0,16.69,3.93,0,506.47,6.87,3.93,8.83,108.95,0,0.98,0.98,5.89,2.94,1.96,1.96,1.96,0,238.51,0.98,14.72,24.54,763.62,4.91,2.94,11.78,0,3.93,22.58,0,0,1.96,1.96,0,97.17,0,7.85,16.69,1.96,4.91
 72-82,0,0,1.96,0,29.45,10.8,0.98,334.75,3.93,1.96,13.74,113.87,4.91,0,4.91,3.93,0.98,0.98,6.87,6.87,1.96,231.67,3.93,5.89,31.41,525.19,3.93,8.83,11.78,0,2.94,11.78,0,0,1.96,0.98,0,47.12,1.96,8.83,13.74,6.87,4.91
 84-94,0,0,2.12,0,29.74,12.74,1.06,214.53,4.25,10.62,8.5,75.4,9.56,0,3.19,6.37,2.12,0,3.19,6.37,4.25,168.86,3.19,9.56,31.86,288.87,3.19,5.31,14.87,0,2.12,47.79,0,0,6.37,1.06,0,31.86,2.12,3.19,21.24,15.93,2.12
 96-106,0,0,2.19,0,41.53,17.49,0,175.95,6.56,6.56,7.65,69.94,16.39,0,4.37,12.02,7.65,0,10.93,6.56,6.56,177.04,2.19,9.84,21.86,236.05,2.19,6.56,16.39,0,2.19,26.23,2.19,0,2.19,0,0,15.3,1.09,1.09,20.76,8.74,1.09
108-118,0,0,0.77,0.77,42.13,8.43,1.53,131.75,5.36,6.13,7.66,59.75,13.79,0,2.3,13.79,16.09,5.36,4.6,9.19,0.77,139.41,2.3,2.3,37.53,330.9,3.83,7.66,9.96,0,1.53,27.57,1.53,0,3.83,3.06,0,13.79,6.13,3.06,23.74,6.13,4.6
120,0,0,1.96,0,62.71,17.64,0,111.71,7.84,9.8,11.76,54.87,19.6,0,1.96,13.72,3.92,1.96,0,1.96,0,127.39,3.92,3.92,39.2,299.85,5.88,1.96,13.72,0,5.88,45.08,0,0,3.92,5.88,0,9.8,1.96,5.88,19.6,7.84,3.92
