stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,26.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,0,0,0,2.63,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,10.51,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,9.44,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.18,6.29,0,0,94.41,0,0,0,0,0,31.47,0,0,0,0,0,0
 14-21,0,0,0,1,7,3,1,0,0,0,1,0,0,9,0,0,0,0,2,0,6,0,0,18,52,0,0,1,2,0,1,28,1,518,432,20,0,0,4,0,0
 24-34,0,0,0.82,0,9.03,0,15.6,83.73,0.82,0,4.1,0.82,0,5.75,0.82,0.82,0,0,0.82,0,11.49,0,0,32.01,174.84,2.46,1.64,1.64,0,0,5.75,1.64,0.82,279.91,94.4,23.8,0,0,7.39,0,0
 36-46,0,0,0,0,2.42,0.81,14.5,220.75,0,1.61,3.22,0,0,3.22,0.81,0.81,0,0,0,0,11.28,0.81,0,17.72,136.16,0,0.81,1.61,1.61,0,4.83,0.81,0,214.31,1.61,31.42,0,0,3.22,0,0
 48-58,0,0,0,0,1.72,1.15,38.44,189.36,0.57,0.57,12.05,0.57,0,2.3,0,0.57,0,0,1.15,1.72,23.53,0,0,31.56,106.73,1.72,1.15,0.57,0,0.57,2.87,0,0.57,164.68,0,26.4,0,0,0.57,0,1.72
 60-70,0,0,0,0,0.98,0,47.11,147.23,0,0,0.98,0,0,3.93,0.98,0.98,0.98,0,0,0,14.72,0,1.96,30.43,61.84,0.98,0,0,0.98,0,3.93,0,0,108.95,0,17.67,0,3.93,2.94,2.94,1.96
 72-82,0,0,0,0,2.94,4.91,39.27,78.53,0.98,1.96,5.89,0,0,0.98,0.98,0.98,0,0.98,1.96,0,22.58,0,0,20.61,60.86,0.98,0,1.96,0.98,0,1.96,0,0,69.7,0,3.93,0,3.93,4.91,12.76,2.94
 84-94,0,0,0,0,6.37,2.12,28.68,143.38,0,1.06,1.06,0,0,0,1.06,0,0,0,1.06,0,23.36,1.06,2.12,11.68,33.99,0,0,0,0,0,6.37,0,0,111.51,0,2.12,1.06,7.43,3.19,14.87,0
 96-106,0,0,1.09,0,3.28,6.56,24.04,120.21,3.28,0,12.02,0,0,4.37,1.09,0,2.19,0,2.19,0,21.86,2.19,3.28,16.39,39.34,2.19,3.28,1.09,2.19,0,8.74,0,0,104.91,0,2.19,0,6.56,1.09,19.67,1.09
108-118,0,0,0,0,2.3,2.3,16.09,88.85,0.77,0,3.83,1.53,0,4.6,1.53,0.77,0,0,0.77,0.77,17.62,0.77,0,10.72,22.98,0.77,0.77,2.3,0,0,4.6,0,0,86.55,0,1.53,0.77,11.49,0,9.96,0
120,0,0,0,0,0,1.96,9.8,64.67,0,1.96,1.96,0,0,0,1.96,0,0,0,0,0,15.68,0,0,1.96,11.76,0,0,1.96,0,0,7.84,1.96,0,33.32,0,0,0,5.88,0,7.84,0
