stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,39.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.96,0,0,0,0,0,0,0,0,0,0
  5-6,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,31.47,0,6.29,0,0,0,0,0,0,0,0,6.29,0,0,0,0,0,3.15,0,0,0,0,0,1095.15,3.15,0,0,100.7,0,0,3.15,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,20,2,11,0,1,0,3,0,1,0,0,0,0,0,0,0,6,0,0,4,2282,6,0,1,2,0,1,11,1,1,20,102,0,0,0,0,0
 24-34,0,0,0,1.64,6.57,1.64,23.8,0,1.64,1.64,9.03,0,0.82,0,2.46,0.82,1.64,0,0.82,0,13.95,0,0,10.67,3224.32,4.1,2.46,3.28,0,0,11.49,1.64,0,3.28,6.57,186.33,0,0,8.21,0,1.64
 36-46,0,0,0,0,6.45,1.61,16.92,0,0,0.81,70.9,0,0,0.81,1.61,0,1.61,0,0.81,0.81,11.28,0,0,7.25,3449.07,0.81,1.61,1.61,0,0,3.22,0,0,0,0.81,146.63,0,0,4.03,0,1.61
 48-58,0,0.57,0,0,12.62,1.15,105.58,0.57,0.57,0.57,181.9,0,0,1.15,1.15,0,1.72,0,0.57,0,17.79,0,1.72,9.18,2712.95,0.57,0.57,1.72,0,0,3.44,0,0.57,1.15,0,107.88,0,0.57,1.72,0,1.72
 60-70,0.98,0,0,0,2.94,0,57.91,2.94,0,0,159.99,0,0,0.98,0.98,0,0,0,0,0,16.69,0,0,4.91,2128.92,0.98,0,1.96,0,0.98,2.94,0,0.98,0.98,0,38.28,0,0,1.96,0,2.94
 72-82,0,0,0,0,14.72,5.89,155.1,2.94,1.96,1.96,205.17,0.98,0,0,0.98,0,2.94,0,0,0.98,35.34,0.98,1.96,3.93,1729.69,0,2.94,0.98,0,0.98,1.96,0,0,0,0,31.41,0.98,2.94,5.89,1.96,2.94
 84-94,0,0,0,0,14.87,2.12,193.29,1.06,1.06,1.06,129.57,0,0,0,1.06,1.06,4.25,2.12,2.12,0,30.8,0,3.19,8.5,1062.04,1.06,0,0,0,0,3.19,0,0,0,0,23.36,0,3.19,2.12,1.06,0
 96-106,0,0,1.09,0,36.06,1.09,158.46,3.28,0,3.28,155.18,2.19,0,0,0,1.09,1.09,2.19,0,0,45.9,0,1.09,3.28,940.94,0,3.28,1.09,0,0,5.46,0,0,0,0,16.39,3.28,0,1.09,1.09,0
108-118,0,0,0,0,18.38,3.06,66.64,0.77,0.77,3.06,130.21,0.77,0,0,0.77,0,0.77,0.77,0.77,0,16.85,0.77,3.06,5.36,1292.18,0,3.06,2.3,0,0,2.3,0,0,0,0,8.43,0.77,0,0,0.77,0
120,1.96,0,0,0,23.52,7.84,150.9,0,0,3.92,158.74,1.96,0,0,0,0,0,1.96,1.96,0,29.4,0,3.92,9.8,1316.98,5.88,1.96,1.96,0,0,1.96,0,1.96,0,0,9.8,0,0,1.96,0,0
