stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,448.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,355.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,6.13,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,26.29,5.26,0,10.51,0,0,0,60.46,0,0,0,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,349.62,18.4,0,0,134.06,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,22.03,0,3.15,0,50.35,0,0,0,0,0,9.44,0,0,0,0,0,3.15,0,0,0,0,0,531.84,6.29,0,0,201.41,0,0,0,31.47,0,0,0,0,0,0,0,0
 14-21,0,0,0,6,59,17,0,32,0,1,0,9,2,0,1,0,4,0,0,0,0,23,0,0,11,354,9,1,3,4,0,5,18,5,1,30,113,0,0,2,0,0
 24-34,0,0,0.82,1.64,20.52,1.64,0,45.15,0,0.82,0.82,11.49,3.28,0,0,0,3.28,0,1.64,0,0.82,32.83,0,0,9.85,352.97,2.46,4.1,5.75,0,0,18.06,0,0.82,0,3.28,100.14,0,0,9.85,0,0.82
 36-46,0,0,0,0,6.45,0.81,0,91.04,0,2.42,0.81,25.78,0.81,0.81,1.61,0.81,0,0,0.81,2.42,0,45.12,0,0,11.28,364.16,2.42,12.09,3.22,0,0,19.34,0,0.81,0,0,86.21,0,0,9.67,0,0
 48-58,0,0.57,0.57,0,7.46,0.57,0,128.53,0.57,1.72,1.72,37.3,0.57,1.72,0.57,1.15,0.57,0,1.72,0.57,0.57,45.9,1.15,2.3,14.35,216.9,1.72,4.02,1.72,0,0,15.49,0,0.57,0,0,62.54,0,0.57,6.31,0,1.72
 60-70,0,0,0,0,17.67,0.98,0,199.25,0,3.93,0,49.08,1.96,0,0.98,2.94,0.98,0.98,3.93,0.98,0,88.34,0,0,12.76,238.51,0.98,5.89,1.96,0,0,30.43,0,2.94,0,0,35.33,0,0,6.87,0.98,0.98
 72-82,0,0,2.94,0,6.87,3.93,0,142.34,0,1.96,2.94,38.28,3.93,0,3.93,2.94,4.91,2.94,4.91,0,0,97.18,3.93,1.96,9.82,216.95,0.98,7.85,6.87,0,0.98,22.58,0,0.98,0,0,19.63,0.98,2.94,13.74,0,1.96
 84-94,0,0,3.19,0,26.55,6.37,1.06,112.58,1.06,3.19,1.06,37.17,9.56,0,2.12,11.68,3.19,1.06,3.19,2.12,2.12,66.91,0,4.25,1.06,122.13,3.19,5.31,11.68,0,0,60.54,0,3.19,1.06,0,7.43,7.43,1.06,21.24,1.06,2.12
 96-106,0,0,0,0,37.16,9.84,1.09,95.08,0,6.56,0,40.44,8.74,0,3.28,25.14,2.19,4.37,4.37,2.19,1.09,79.78,4.37,2.19,8.74,133.33,2.19,7.65,13.11,0,1.09,90.71,0,3.28,0,0,6.56,3.28,3.28,15.3,0,1.09
108-118,0,0,0,0.77,32.94,9.96,2.3,93.45,1.53,9.96,1.53,45.19,6.13,0,2.3,16.09,7.66,2.3,3.83,8.43,0.77,58.21,1.53,0,6.89,143.24,3.06,5.36,9.96,0,2.3,70.47,0,0.77,1.53,0,3.06,17.62,3.06,17.62,2.3,4.6
120,0,0,1.96,0,50.95,13.72,0,90.15,0,7.84,1.96,41.16,9.8,0,1.96,9.8,3.92,3.92,5.88,0,1.96,62.71,5.88,1.96,13.72,170.5,7.84,15.68,19.6,0,5.88,82.31,0,1.96,0,0,11.76,9.8,1.96,17.64,1.96,0
