stage,endocrine.pancreas,epidermis,eye,fin.epithelia,glial,mesenchyme,muscle,neural,periderm,spinal.cord
 14-21,0,0,0,0,0,0,0,0,0,1
 24-34,0,0,0.82,0,0,0,0,4.1,0,0
 36-46,0,0,0,0,0,0,0,18.53,0,0
 48-58,0,0.57,0.57,0,0,0,0,53.36,0,0
 60-70,0,0,0.98,0,0,0,0,81.47,0,0.98
 72-82,0,0,4.91,0,3.93,1.96,0,78.53,0,0.98
 84-94,0,0,1.06,0,1.06,1.06,0,25.49,0,0
 96-106,1.09,2.19,4.37,1.09,1.09,6.56,1.09,37.16,1.09,0
108-118,0,0.77,1.53,0,0,0,0,45.96,0,0
120,0,0,5.88,0,1.96,1.96,0,29.4,1.96,0
