stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,105.42,3940.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935.63,0,0,0,0,0,0,0,0,0,0,0
  5-6,128.72,1507.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,6.13,0,723.3,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,5.26,0,78.86,0,0,0,13.14,0,0,0,0,23.66,0,0,0,0,0,0,0,0,0,0,0,191.9,15.77,0,0,42.06,0,110.41,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,28.32,0,0,0,15.73,0,0,0,0,245.46,0,0,0,0,0,0,0,0,0,0,0,343.02,107,0,0,28.32,0,56.65,3.15,0,15.73,0,3.15,0,0,0,0,0,0
 14-21,1,0,2,4,199,3,0,6,3,0,0,5,90,0,0,19,0,0,0,0,7,3,0,2,13,120,0,1,0,0,248,0,5,4,0,4,9,0,0,6,0,0
 24-34,0,0,1.64,0,101.79,0,0,5.75,18.06,0,0.82,2.46,12.31,0.82,2.46,32.83,0,2.46,3.28,0,7.39,32.01,0,2.46,44.33,16.42,6.57,13.95,0,0,343.94,0,0,8.21,0.82,0,1.64,0,0,13.95,0,0
 36-46,0,0,0,0,42.7,0,0,3.22,9.67,2.42,0.81,0.81,0.81,0,1.61,5.64,0,4.83,0,0,7.25,24.98,0,6.45,36.26,16.11,3.22,17.72,0,0,321.46,0,0,2.42,0,0,3.22,0,0,10.47,0,0.81
 48-58,0,0,1.72,0.57,21.8,0,0,6.31,12.62,2.87,2.87,1.15,2.3,0,2.87,5.16,0,5.16,0.57,0.57,22.95,19.51,0,3.44,17.21,12.05,2.87,17.79,0,0,257.64,0,0,1.15,0,0,4.59,0,0,3.44,0,2.3
 60-70,0,0,0.98,0,27.48,0,0,9.82,7.85,0,0.98,13.74,0,0,0,2.94,0,2.94,3.93,0,86.37,14.72,0,0.98,24.54,3.93,2.94,19.63,0,0,146.25,0.98,0,0,0,0,1.96,2.94,0,5.89,0,0
 72-82,0,0,6.87,0,31.41,0.98,0,7.85,8.83,2.94,5.89,42.21,0.98,0,0.98,5.89,0,18.65,6.87,0,141.36,30.43,1.96,4.91,12.76,6.87,2.94,27.49,0,0.98,145.29,0,0,0.98,0,0,0.98,9.82,0,11.78,1.96,0
 84-94,0,0,10.62,0,95.58,0,5.31,9.56,15.93,2.12,0,77.53,1.06,0,9.56,16.99,0,19.12,16.99,0,133.82,26.55,1.06,2.12,20.18,12.74,6.37,42.48,0,0,499.16,0,0,3.19,0,0,3.19,24.43,2.12,13.81,1.06,0
 96-106,0,0,8.74,0,100.54,1.09,7.65,7.65,12.02,0,3.28,71.04,0,2.19,6.56,21.86,0,31.69,6.56,0,62.29,18.58,3.28,1.09,18.58,2.19,15.3,36.06,0,0,268.84,0,0,2.19,0,0,1.09,28.41,1.09,15.3,3.28,1.09
108-118,0,0,3.83,0,85.02,0,19.15,9.19,9.96,3.06,4.6,68.17,0,0,4.6,7.66,0.77,20.68,12.26,0,33.7,8.43,0,1.53,13.79,3.06,4.6,31.4,0,0,189.19,0,0,1.53,0,0,0,17.62,0,9.19,0,0
120,0,0,1.96,0,94.07,0,7.84,5.88,13.72,1.96,0,50.95,0,0,3.92,11.76,0,11.76,0,0,9.8,7.84,0,0,13.72,5.88,7.84,13.72,0,0,135.23,0,0,1.96,0,0,0,9.8,0,9.8,0,0
