stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,39.53,487.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,42.91,465.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.65,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,36.8,39.43,0,34.17,0,0,0,302.3,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,804.39,81.49,0,0,594.09,0,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,18.88,0,47.2,0,3.15,0,100.7,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,547.57,103.85,0,0,330.43,0,0,6.29,3.15,9.44,0,28.32,0,0,0,0,0,0
 14-21,0,0,0,7,215,10,0,48,0,0,0,11,4,2,1,0,3,0,3,0,0,84,0,0,194,558,372,9,8,12,0,0,0,111,6,5,366,196,0,0,1,0,0
 24-34,0,0,0.82,2.46,182.23,0.82,0,291.4,0,4.1,2.46,17.24,1.64,0,8.21,0,1.64,3.28,18.06,0,0.82,262.67,1.64,0,250.36,2002.89,111.64,27.91,23.8,0,0,20.52,0,0.82,1.64,1.64,56.64,311.1,0,0,8.21,0,1.64
 36-46,0,0,0.81,0.81,110.38,0,0,372.22,2.42,5.64,7.25,51.56,0.81,0,6.45,1.61,1.61,5.64,18.53,0,1.61,522.88,1.61,9.67,186.92,4050.91,100.71,32.23,28.2,0,0,18.53,0,0.81,0,3.22,0,572.83,0,0.81,6.45,0,5.64
 48-58,0,0,0,0,87.79,0.57,0,558.31,2.3,9.18,10.9,97.55,1.72,0.57,5.16,1.72,0,5.74,9.18,1.15,4.02,553.15,0.57,8.61,123.37,4068.85,67.14,20.66,20.08,0,0.57,9.18,0,0,2.3,1.72,0,599.05,0,0,10.33,0.57,6.31
 60-70,0,0,0,0,67.73,1.96,0,618.36,8.83,3.93,5.89,112.88,2.94,0,2.94,1.96,3.93,14.72,8.83,0.98,3.93,743.01,2.94,18.65,109.93,3736.65,52.02,12.76,17.67,0,10.8,10.8,0,0.98,1.96,1.96,0,377.89,0,14.72,15.7,8.83,9.82
 72-82,0,0,0,0,75.59,1.96,0,479.05,2.94,5.89,12.76,123.69,4.91,0,3.93,1.96,1.96,13.74,8.83,0.98,7.85,693.05,0,21.6,121.73,2345.19,27.49,19.63,16.69,0,4.91,3.93,0,0,2.94,0,0,170.81,0.98,14.72,16.69,13.74,9.82
 84-94,0,0,2.12,0,156.12,1.06,0,487.48,3.19,7.43,5.31,128.51,15.93,0,6.37,7.43,3.19,21.24,9.56,0,13.81,515.09,3.19,27.61,111.51,1293.56,53.1,18.05,25.49,0,5.31,13.81,0,0,1.06,0,0,104.08,2.12,14.87,12.74,21.24,8.5
 96-106,0,0,0,0,115.84,4.37,3.28,336.6,2.19,10.93,8.74,113.66,8.74,0,1.09,12.02,5.46,14.21,5.46,3.28,3.28,430.58,0,12.02,84.15,912.53,24.04,17.49,25.14,0,9.84,14.21,0,0,1.09,1.09,0,45.9,2.19,10.93,14.21,16.39,8.74
108-118,0,0,2.3,0,86.55,1.53,0,241.28,6.13,9.96,9.19,67.4,12.26,0,3.06,6.13,2.3,20.68,9.19,2.3,6.13,363.07,0,14.55,76.6,1036.35,22.98,7.66,29.87,0,9.19,7.66,0,0,1.53,0,0,24.51,2.3,15.32,13.02,13.02,14.55
120,0,0,3.92,0,123.47,5.88,1.96,262.61,7.84,13.72,3.92,97.99,15.68,0,1.96,11.76,0,9.8,3.92,1.96,5.88,315.53,1.96,7.84,92.11,1124.92,50.95,15.68,29.4,0,9.8,3.92,0,0,0,1.96,0,39.2,3.92,9.8,7.84,23.52,3.92
