stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,39.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,42.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,7.89,2.63,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,12.59,0,0,0,3.15,0,3.15,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1,3,1,0,3,0,0,0,1,0,1,0,1,2,0,0,19,0,3,0,0,1,18,15,0,0,0,0,7,1,4,0,0,18,2,0,0,2,0,1
 24-34,0,0,0,0,0.82,0,3.28,0,0,0,0,0.82,0.82,0.82,0.82,4.93,0.82,0,18.06,4.1,9.03,0,0,4.93,42.68,6.57,0,0,0,0,23.8,0,1.64,0.82,1.64,3.28,12.31,0,0,1.64,0,1.64
 36-46,0,0,0,2.42,0.81,0,6.45,4.03,0.81,0,0,0.81,0,0,1.61,4.83,0.81,0,3.22,6.45,12.89,0,0.81,2.42,82.98,1.61,0.81,0,0,0,8.86,0.81,0,0.81,0,0,8.06,0,0,3.22,0,4.83
 48-58,0,0,0,1.72,0,0,45.33,1.72,0,0,4.02,1.15,0,0,0.57,4.59,0.57,0,2.3,10.33,20.66,0.57,1.15,4.59,167.55,4.59,1.15,1.15,0,0.57,5.74,0,0,0,1.72,0,28.12,0,0,0.57,0,5.74
 60-70,0,0,0,10.8,0.98,0,119.75,2.94,0.98,2.94,7.85,0,0,1.96,1.96,2.94,2.94,0,1.96,5.89,26.5,0,0,4.91,287.59,4.91,0,0,0.98,0.98,15.7,0,0,0,3.93,0,34.35,0,0,1.96,0,6.87
 72-82,0,0,0,6.87,2.94,0,143.32,2.94,1.96,2.94,17.67,5.89,0.98,0.98,1.96,2.94,1.96,1.96,0,6.87,79.51,1.96,2.94,15.71,277.81,3.93,2.94,0,0,0,16.69,0.98,0,0,0,0,16.69,2.94,1.96,2.94,0.98,1.96
 84-94,0,0,0,16.99,9.56,1.06,74.34,6.37,3.19,3.19,22.3,8.5,0,0,8.5,6.37,5.31,0,4.25,15.93,57.35,2.12,4.25,16.99,138.06,3.19,5.31,3.19,0,0,44.61,0,0,4.25,3.19,0,10.62,0,2.12,9.56,0,10.62
 96-106,0,0,0,12.02,8.74,6.56,78.68,8.74,2.19,2.19,39.34,4.37,0,1.09,7.65,16.39,3.28,0,3.28,9.84,79.78,0,2.19,18.58,128.96,4.37,14.21,4.37,0,2.19,44.81,1.09,0,1.09,4.37,0,1.09,1.09,1.09,10.93,2.19,3.28
108-118,0,0,0.77,21.45,11.49,1.53,66.64,9.96,5.36,6.13,22.98,10.72,0,2.3,6.13,9.96,3.83,0.77,7.66,11.49,63.57,2.3,3.06,26.81,157.02,9.96,4.6,2.3,0,2.3,49.79,0.77,0,1.53,7.66,0,4.6,0.77,0,4.6,3.06,7.66
120,1.96,0,0,21.56,13.72,0,45.08,5.88,5.88,7.84,17.64,17.64,0,0,7.84,1.96,3.92,0,7.84,1.96,52.91,0,1.96,29.4,131.31,5.88,9.8,3.92,0,0,39.2,1.96,0,3.92,1.96,0,9.8,1.96,0,3.92,3.92,1.96
