stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,144.96,2556.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289.91,0,0,0,0,0,0,0,0,0,0
  5-6,79.69,1274.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,447.46,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,7.89,0,2.63,0,0,13.14,0,0,0,0,0,47.32,0,0,0,0,0,0,0,0,0,0,0,134.06,2.63,0,0,68.35,0,102.52,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,18.88,0,0,9.44,0,0,0,0,0,132.17,0,0,0,0,0,0,0,0,0,0,0,107,6.29,0,0,28.32,0,56.65,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1,8,23,1,8,0,0,0,0,1,32,0,0,37,0,0,4,0,7,7,0,0,24,2,1,1,0,0,857,5,2,1,5,9,0,0,0,0,1
 24-34,0,0,0,2.46,18.88,0,15.6,0,0,0,2.46,1.64,2.46,0,0,91.12,0,0,1.64,0.82,11.49,22.98,0,2.46,94.4,2.46,5.75,1.64,0,0,1278.07,0,0.82,0.82,0,14.78,0,0,1.64,0,0.82
 36-46,0,0,0,0,9.67,0.81,15.31,0,4.03,0.81,26.59,0.81,0.81,0,0.81,13.7,5.64,0.81,0,0,12.09,10.47,0,2.42,77.34,0.81,9.67,1.61,0,0,1049.79,0,2.42,0,0,14.5,0,0.81,0,0,1.61
 48-58,0,0,0,0,18.36,0,25.82,0,4.59,1.15,66.56,1.72,0,0,0,5.16,18.36,0,0,1.15,6.31,5.16,0,0,56.23,0.57,6.31,0.57,0,0,516.42,0,0,0,0,35.58,0,0,0.57,0,1.72
 60-70,0,0,0.98,0,13.74,0,30.43,0,6.87,0,188.45,2.94,0,0,0,6.87,53,0.98,0,0,10.8,2.94,0,0.98,36.32,0,4.91,1.96,0,0,224.77,0.98,0,0,0,23.56,0.98,0.98,0.98,0,0.98
 72-82,0,0,1.96,0,32.39,0,31.41,0,3.93,2.94,357.32,12.76,0,0.98,0,28.47,36.32,0,0,0,28.47,5.89,1.96,1.96,39.27,0,2.94,2.94,0,0.98,231.67,0,0,0,0,8.83,1.96,0.98,0.98,0.98,0
 84-94,0,0,5.31,0,39.3,0,25.49,0,9.56,1.06,232.59,42.48,1.06,0,0,40.36,42.48,3.19,1.06,0,11.68,5.31,1.06,1.06,23.36,0,5.31,0,0,0,671.21,0,1.06,0,0,13.81,4.25,0,1.06,0,1.06
 96-106,0,0,5.46,3.28,55.74,2.19,24.04,1.09,6.56,1.09,295.07,54.64,0,1.09,2.19,45.9,30.6,1.09,2.19,0,15.3,1.09,3.28,0,49.18,0,8.74,3.28,0,0,444.79,0,3.28,0,0,1.09,6.56,2.19,1.09,0,1.09
108-118,0,0,3.06,3.06,38.3,0,11.49,0,11.49,0,232.85,48.26,0,0,0.77,34.47,55.92,2.3,1.53,0,13.79,11.49,0.77,1.53,32.17,0,3.83,2.3,0,0.77,412.09,0,2.3,0,0,1.53,5.36,0,0.77,1.53,0
120,0,0,1.96,1.96,25.48,0,33.32,0,3.92,0,209.7,19.6,0,0,1.96,17.64,11.76,0,1.96,0,5.88,3.92,0,3.92,27.44,0,5.88,3.92,0,0,131.31,0,3.92,0,0,0,3.92,0,1.96,0,0
