stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,79.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,61.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,5.26,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,18.4,2.63,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,6.29,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,18.88,3.15,0,0,9.44,0,0,3.15,0,0,0,0,0,0,0,0,0
 14-21,0,0,5,0,4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,130,2,1,0,0,0,0,1,0,0,1,122,0,0,0,0,0
 24-34,0,0,5.75,0,3.28,0,0,14.78,0,0,0,10.67,0,0,0,1.64,0,0,0.82,0,6.57,9.03,0,0,4.93,839.74,0,39.4,3.28,0,0,0.82,0,0.82,0.82,2.46,346.4,0,0,0.82,0,1.64
 36-46,0,0,0.81,0,2.42,0,0,52.37,0,0,0,12.09,0,0,0.81,0,0,0,0.81,0,4.83,8.86,0,0,2.42,1523.52,0,41.89,1.61,0,0,0,1.61,0,0,0,399.61,0,0,0.81,0,0.81
 48-58,0,0,0.57,0,5.16,1.15,0,284.61,0.57,0,0,67.14,0,1.72,0,0,0,0,1.15,0,2.3,6.89,2.87,0.57,2.3,2072.58,0,32.13,1.15,0,0,1.72,0,0,0,0,395.93,0,0,0.57,0,2.3
 60-70,0,0,1.96,0,3.93,0,0,825.46,0,0.98,1.96,69.69,1.96,0,0,0,0,0.98,0.98,0,0,19.63,0,0.98,0.98,2652.07,0.98,34.35,2.94,0,1.96,1.96,0,0,0,0,334.7,0.98,0,0.98,0,0.98
 72-82,0,0,9.82,0,16.69,0.98,0,1044.49,0.98,1.96,0.98,79.51,3.93,1.96,0.98,0,0.98,0,0,0,1.96,26.5,0,0,3.93,2146.89,0,53.01,7.85,0,0,3.93,0,0,0,0,149.21,0.98,1.96,3.93,0.98,0.98
 84-94,0,0,8.5,0,19.12,1.06,0,588.37,0,1.06,1.06,58.41,8.5,1.06,0,2.12,1.06,2.12,6.37,1.06,0,25.49,0,2.12,2.12,1103.46,0,39.3,11.68,0,0,2.12,0,0,0,0,83.9,2.12,1.06,4.25,2.12,0
 96-106,0,0,7.65,0,16.39,2.19,0,426.21,0,1.09,2.19,41.53,9.84,0,0,3.28,0,0,3.28,1.09,0,18.58,2.19,1.09,1.09,825.1,0,74.31,16.39,0,0,3.28,0,0,0,0,22.95,1.09,0,2.19,1.09,0
108-118,0,0,4.6,0.77,9.96,0.77,1.53,268.09,0.77,0,1.53,19.15,3.83,0,0,1.53,1.53,0.77,3.06,0.77,0,9.96,0,0,0.77,821.88,0,37.53,8.43,0,0,2.3,0.77,0,0,0,18.38,1.53,1.53,0.77,0.77,0
120,0,0,5.88,0,13.72,1.96,0,168.54,1.96,0,0,17.64,0,0,0,0,1.96,0,0,0,0,7.84,0,0,0,599.69,0,27.44,5.88,0,0,0,0,0,0,0,15.68,1.96,0,3.92,0,1.96
