stage,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,heart,immune,ionocyte,lateral.line,liver,melanocytes,mesenchyme,mural.cell,muscle,neural,olfactory,otic,periderm,pronephros,slow.muscle,spinal.cord,vascular.smooth.muscle,visceral.smooth.muscle,xanthophores
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0
 36-46,0,0,0,8.86,0,0,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0.81,0,0,1.61
 48-58,0,0,0,167.55,0.57,0,2.3,0,0,0,0,0,0,1.72,0.57,0,21.23,0,0,0,0,0,3.44,0,0,0.57
 60-70,0,0.98,0,372.98,0,0.98,4.91,0,0.98,0,0,0,0,3.93,0,0.98,29.45,0.98,0.98,0,0.98,0,3.93,0.98,0,0.98
 72-82,0.98,2.94,0,234.62,0,0,9.82,0.98,0.98,0,0,0,0,1.96,0,0.98,18.65,0,0.98,0.98,0,0,0.98,1.96,0,1.96
 84-94,3.19,0,0,134.88,0,0,9.56,0,1.06,0,0,0,1.06,2.12,0,0,18.05,0,0,1.06,0,0,0,1.06,1.06,2.12
 96-106,2.19,0,0,115.84,1.09,0,7.65,0,0,1.09,1.09,0,0,4.37,0,0,28.41,0,1.09,2.19,0,1.09,2.19,1.09,0,0
108-118,0.77,0.77,0.77,77.36,0,0,6.89,0,0.77,0,0,1.53,0.77,2.3,0,0,18.38,0.77,1.53,0.77,0,0,0.77,0,0,0.77
120,0,0,0,56.83,0,0,0,0,0,0,0,0,1.96,0,0,1.96,23.52,0,0,0,0,0,3.92,0,0,0
