stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,39.53,1423.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,110.33,2053.43,0,6.13,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,49.04,6.13,0,0,6.13,0,49.04,0,0,0,0,0,0,0,0,0,0
  7-9,44.69,36.8,0,107.78,0,0,136.69,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,1172.41,55.2,0,0,417.97,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,62.94,0,56.65,0,12.59,113.29,0,0,0,0,0,28.32,0,0,0,0,0,3.15,0,0,0,0,3.15,1060.53,50.35,0,0,450.02,0,0,0,25.18,0,3.15,0,0,0,0,0,0
 14-21,1,0,0,1,26,3,12,0,0,0,4,1,2,0,0,2,0,0,2,1,7,0,0,12,151,2,2,2,3,0,3,22,0,0,30,46,0,0,1,0,0
 24-34,0,0,0.82,0,12.31,0.82,27.91,0,1.64,1.64,7.39,1.64,0,1.64,0.82,0.82,0,0.82,0.82,1.64,27.91,0,0,9.03,291.4,0.82,0.82,5.75,0,0,8.21,0,2.46,0,6.57,76.34,0,0,7.39,0,0
 36-46,0,0,0,0,1.61,0,57.2,0,0.81,0,18.53,0,0,0,0,0,0.81,0.81,1.61,0,44.31,0,1.61,8.86,235.26,0.81,1.61,3.22,0,0,8.86,0,0.81,0,0,59.62,0,0,2.42,0,2.42
 48-58,0,0,0,0,2.3,0,98.12,0.57,0.57,1.15,31.56,0,0,0.57,0,0,0.57,0,0,0,32.71,0,2.87,7.46,181.32,0.57,0.57,4.02,0,0,5.74,0,0.57,0,0,58.53,0,0,2.3,0,0
 60-70,0,0,0,0,2.94,0,151.15,0,1.96,1.96,36.32,0,0,0,0.98,0.98,0.98,1.96,0,2.94,55.95,0,2.94,6.87,198.27,1.96,0.98,2.94,0,0,2.94,0,0,0,0,34.35,0,1.96,4.91,0,0
 72-82,0,0,0,0,2.94,0.98,88.35,0,0,0,41.23,0.98,0,0,0.98,0,0,0,0,0,49.08,1.96,0.98,4.91,127.62,1.96,1.96,2.94,0,0,8.83,0,0,0,0,15.71,0,1.96,4.91,1.96,0.98
 84-94,0,0,1.06,0,6.37,0,71.16,0,1.06,2.12,19.12,2.12,0,0,3.19,2.12,1.06,2.12,0,0,45.67,3.19,2.12,6.37,76.47,1.06,1.06,2.12,0,0,14.87,0,0,0,0,11.68,0,1.06,5.31,1.06,2.12
 96-106,0,0,0,0,4.37,1.09,39.34,0,1.09,1.09,25.14,1.09,0,3.28,4.37,0,1.09,4.37,0,0,33.88,0,2.19,3.28,63.39,1.09,1.09,3.28,0,0,14.21,0,0,0,0,2.19,1.09,0,7.65,3.28,2.19
108-118,0,0,0,0,13.79,0,36,0,0,3.83,22.98,2.3,0,0,2.3,2.3,1.53,0.77,2.3,0,23.74,0,0,6.89,63.57,0.77,0,1.53,0,0.77,15.32,0,0,1.53,0,3.83,1.53,0.77,6.89,0.77,0.77
120,0,0,0,1.96,19.6,3.92,39.2,0,1.96,1.96,31.36,1.96,0,0,1.96,1.96,1.96,1.96,0,0,31.36,0,1.96,0,74.47,1.96,7.84,1.96,0,0,9.8,0,0,0,0,3.92,1.96,0,1.96,0,1.96
