stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,303.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,490.37,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,42.91,0,0,0,6.13,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,13.14,15.77,0,21.03,0,0,0,44.69,0,0,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,344.36,10.51,0,0,155.09,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,28.32,0,3.15,0,37.76,0,0,0,0,0,15.73,0,0,0,0,0,0,0,0,0,0,0,273.79,12.59,0,0,169.94,0,3.15,0,0,15.73,0,3.15,0,0,0,0,0,0
 14-21,1,0,1,10,86,15,0,54,0,0,0,18,7,2,2,0,2,0,1,1,0,54,0,0,35,639,17,2,13,23,0,10,0,110,6,6,99,225,0,0,5,0,0
 24-34,0,0,1.64,2.46,24.63,2.46,0,100.97,0,4.1,3.28,14.78,3.28,0,4.93,0.82,3.28,0.82,1.64,0.82,4.1,81.26,2.46,0.82,29.55,857.79,5.75,9.03,9.03,0,0,18.88,0,0,0,1.64,19.7,197.83,0,0,12.31,0,2.46
 36-46,0,0,0,0.81,11.28,1.61,0,174.02,0.81,0,3.22,33.84,1.61,0,1.61,0,1.61,0,1.61,0.81,0.81,77.34,0,2.42,16.92,669.51,4.83,5.64,3.22,0,0.81,13.7,0.81,0,0,0,0,174.02,0,0,7.25,0.81,0
 48-58,0,0,0.57,0,9.75,0,0,218.62,0.57,0.57,3.44,56.81,0,0,4.02,0.57,0.57,1.15,1.15,0.57,1.72,115.91,0,1.72,21.23,487.73,0,2.87,2.3,0,0.57,8.03,0,0,0,0,0,121.65,0,0,5.16,0,2.3
 60-70,0,0,1.96,0.98,8.83,0,0,279.73,0,0.98,0,60.85,1.96,0,0.98,3.93,0,0,0.98,0.98,0.98,93.24,1.96,5.89,11.78,425.98,0,4.91,3.93,0,0,8.83,0,0.98,0.98,0,0,60.85,0,2.94,5.89,0,0
 72-82,0,0,1.96,0,15.71,13.74,0,234.62,0,2.94,8.83,74.61,2.94,0,1.96,5.89,3.93,0,3.93,0,0,149.21,0.98,4.91,12.76,396.59,0.98,4.91,5.89,0,0.98,15.71,0,0,0,0,0,39.27,0.98,3.93,9.82,1.96,1.96
 84-94,1.06,0,0,1.06,15.93,6.37,0,149.75,1.06,3.19,3.19,43.54,4.25,0,5.31,3.19,6.37,2.12,5.31,1.06,1.06,101.96,2.12,5.31,10.62,192.23,5.31,3.19,5.31,0,0,30.8,0,0,2.12,0,0,23.36,2.12,4.25,15.93,0,0
 96-106,0,0,0,0,19.67,15.3,5.46,100.54,1.09,4.37,2.19,49.18,10.93,0,0,9.84,5.46,2.19,2.19,3.28,1.09,92.89,3.28,2.19,9.84,186.88,1.09,6.56,14.21,0,1.09,28.41,0,0,3.28,0,0,9.84,2.19,5.46,16.39,3.28,1.09
108-118,0,0,0.77,0.77,19.15,8.43,0,97.28,0,0.77,3.83,45.19,6.89,0,1.53,5.36,7.66,2.3,3.06,3.83,1.53,69.7,0,3.06,16.09,206.81,0.77,5.36,5.36,0,0,19.92,0,0,0,0,0,12.26,3.06,1.53,3.83,4.6,2.3
120,0,0,0,0,21.56,5.88,0,103.87,0,9.8,1.96,31.36,3.92,0,1.96,15.68,3.92,3.92,3.92,1.96,0,68.59,0,1.96,7.84,156.78,3.92,3.92,3.92,0,0,9.8,0,0,0,1.96,0,5.88,5.88,1.96,7.84,7.84,0
